(PDH-CSV 4.0) (India Standard Time)(-330),\\NCR-3M6OJM5HB98\.NET CLR Memory(StartSupv)\# Bytes in all Heaps,\\NCR-3M6OJM5HB98\Process(StartSupv)\Handle Count,\\NCR-3M6OJM5HB98\Process(StartSupv)\Private Bytes,\\NCR-3M6OJM5HB98\Process(StartSupv)\Thread Count,\\NCR-3M6OJM5HB98\Process(StartSupv)\Virtual Bytes,Byte In All Heaps ( In MB ),Private Bytes ( In MB ),Virual Bytes ( In MB )
08-07-18 4:51,13587292,3423,128266240,138,586309632,12.95785141,122.3242188,559.1484375
08-07-18 4:51,13587292,3417,128229376,136,584998912,12.95785141,122.2890625,557.8984375
08-07-18 4:52,13587292,3427,128253952,137,586047488,12.95785141,122.3125,558.8984375
08-07-18 4:52,13587292,3430,128233472,136,584998912,12.95785141,122.2929688,557.8984375
08-07-18 4:52,13593872,3402,128258048,138,586309632,12.96412659,122.3164063,559.1484375
08-07-18 4:52,13593872,3396,128225280,136,584998912,12.96412659,122.2851563,557.8984375
08-07-18 4:53,13593872,3401,128262144,138,587096064,12.96412659,122.3203125,559.8984375
08-07-18 4:53,13593872,3406,128258048,138,587096064,12.96412659,122.3164063,559.8984375
08-07-18 4:53,13593872,5107,128319488,139,590798848,12.96412659,122.375,563.4296875
08-07-18 4:53,13593872,5101,128282624,137,589488128,12.96412659,122.3398438,562.1796875
08-07-18 4:54,13593872,5106,128327680,139,591585280,12.96412659,122.3828125,564.1796875
08-07-18 4:54,13593872,5108,128319488,138,590536704,12.96412659,122.375,563.1796875
08-07-18 4:54,13593872,5111,128352256,140,591847424,12.96412659,122.40625,564.4296875
08-07-18 4:54,13593872,5104,128319488,138,590536704,12.96412659,122.375,563.1796875
08-07-18 4:55,13584076,3406,128307200,139,588144640,12.95478439,122.3632813,560.8984375
08-07-18 4:55,13584076,3406,128294912,139,588144640,12.95478439,122.3515625,560.8984375
08-07-18 4:55,13584076,3412,128311296,140,588406784,12.95478439,122.3671875,561.1484375
08-07-18 4:55,13584076,3404,128233472,136,584998912,12.95478439,122.2929688,557.8984375
08-07-18 4:56,13584076,3409,128253952,137,586047488,12.95478439,122.3125,558.8984375
08-07-18 4:56,13584076,3414,128249856,137,586047488,12.95478439,122.3085938,558.8984375
08-07-18 4:56,13584076,3420,128278528,138,586309632,12.95478439,122.3359375,559.1484375
08-07-18 4:56,13584076,3414,128241664,136,584998912,12.95478439,122.3007813,557.8984375
08-07-18 4:57,13584076,3424,128274432,138,587096064,12.95478439,122.3320313,559.8984375
08-07-18 4:57,13584076,3424,128270336,138,587096064,12.95478439,122.328125,559.8984375
08-07-18 4:57,13584076,3427,128258048,138,586309632,12.95478439,122.3164063,559.1484375
08-07-18 4:57,13584076,3424,128225280,136,584998912,12.95478439,122.2851563,557.8984375
08-07-18 4:58,13584076,3429,128241664,137,586047488,12.95478439,122.3007813,558.8984375
08-07-18 4:58,13593868,3402,128241664,137,586047488,12.96412277,122.3007813,558.8984375
08-07-18 4:58,13593868,5103,128319488,139,590798848,12.96412277,122.375,563.4296875
08-07-18 4:58,13593868,5097,128282624,137,589488128,12.96412277,122.3398438,562.1796875
08-07-18 4:59,13593868,5102,128331776,139,591585280,12.96412277,122.3867188,564.1796875
08-07-18 4:59,13593868,5106,128327680,139,591585280,12.96412277,122.3828125,564.1796875
08-07-18 4:59,13593868,5111,128352256,140,591847424,12.96412277,122.40625,564.4296875
08-07-18 4:59,13593868,5102,128303104,137,589488128,12.96412277,122.359375,562.1796875
08-07-18 5:00,13593868,5107,128327680,138,590536704,12.96412277,122.3828125,563.1796875
08-07-18 5:00,13593868,5107,128327680,138,590536704,12.96412277,122.3828125,563.1796875
08-07-18 5:00,13583788,3404,128311296,139,587358208,12.95450974,122.3671875,560.1484375
08-07-18 5:00,13583788,3398,128258048,136,584998912,12.95450974,122.3164063,557.8984375
08-07-18 5:01,13583788,3403,128286720,138,587096064,12.95450974,122.34375,559.8984375
08-07-18 5:01,13583788,3408,128274432,138,587096064,12.95450974,122.3320313,559.8984375
08-07-18 5:01,13583788,3409,128290816,139,587358208,12.95450974,122.3476563,560.1484375
08-07-18 5:01,13583788,3403,128253952,137,586047488,12.95450974,122.3125,558.8984375
08-07-18 5:02,13583788,3413,128266240,138,587096064,12.95450974,122.3242188,559.8984375
08-07-18 5:02,13583788,3411,128245760,137,586047488,12.95450974,122.3046875,558.8984375
08-07-18 5:02,13583788,3417,128262144,138,586309632,12.95450974,122.3203125,559.1484375
08-07-18 5:02,13583788,3411,128225280,136,584998912,12.95450974,122.2851563,557.8984375
08-07-18 5:03,13583788,3415,128233472,137,586047488,12.95450974,122.2929688,558.8984375
08-07-18 5:03,13583788,3420,128237568,137,586047488,12.95450974,122.296875,558.8984375
08-07-18 5:03,13584628,4467,128294912,139,589508608,12.95531082,122.3515625,562.1992188
08-07-18 5:03,13584628,4461,128258048,137,588197888,12.95531082,122.3164063,560.9492188
08-07-18 5:04,13584628,4472,128294912,139,590295040,12.95531082,122.3515625,562.9492188
08-07-18 5:04,13584628,4475,128290816,138,589246464,12.95531082,122.3476563,561.9492188
08-07-18 5:04,13584628,4485,128319488,140,590557184,12.95531082,122.375,563.1992188
08-07-18 5:04,13584628,4479,128282624,138,589246464,12.95531082,122.3398438,561.9492188
08-07-18 5:05,13584628,4489,128311296,139,590295040,12.95531082,122.3671875,562.9492188
08-07-18 5:05,13584628,4489,128307200,139,590295040,12.95531082,122.3632813,562.9492188
08-07-18 5:05,13584628,4489,128311296,139,590295040,12.95531082,122.3671875,562.9492188
08-07-18 5:05,13584628,4482,128253952,136,587149312,12.95531082,122.3125,559.9492188
08-07-18 5:06,13584628,4489,128258048,136,587149312,12.95531082,122.3164063,559.9492188
08-07-18 5:06,13581956,3402,128266240,137,586047488,12.9527626,122.3242188,558.8984375
08-07-18 5:06,13581956,3402,128258048,137,586047488,12.9527626,122.3164063,558.8984375
08-07-18 5:06,13581956,3397,128233472,136,584998912,12.9527626,122.2929688,557.8984375
08-07-18 5:07,13581956,3402,128266240,138,587096064,12.9527626,122.3242188,559.8984375
08-07-18 5:07,13581956,3404,128270336,138,587096064,12.9527626,122.328125,559.8984375
08-07-18 5:07,13581956,3404,128278528,138,587096064,12.9527626,122.3359375,559.8984375
08-07-18 5:07,13581956,3399,128262144,137,586047488,12.9527626,122.3203125,558.8984375
08-07-18 5:08,13581956,3411,128274432,138,587096064,12.9527626,122.3320313,559.8984375
08-07-18 5:08,13581956,3413,128241664,137,586047488,12.9527626,122.3007813,558.8984375
08-07-18 5:08,13581956,5113,128303104,138,590536704,12.9527626,122.359375,563.1796875
08-07-18 5:08,13581956,5108,128290816,137,589488128,12.9527626,122.3476563,562.1796875
08-07-18 5:09,13587044,3409,128294912,139,588144640,12.9576149,122.3515625,560.8984375
08-07-18 5:09,13587044,3411,128294912,139,588144640,12.9576149,122.3515625,560.8984375
08-07-18 5:09,13587044,3410,128286720,139,588144640,12.9576149,122.34375,560.8984375
08-07-18 5:09,13587044,3403,128253952,137,586047488,12.9576149,122.3125,558.8984375
08-07-18 5:10,13587044,3413,128290816,139,588144640,12.9576149,122.3476563,560.8984375
08-07-18 5:10,13587044,3413,128294912,139,588144640,12.9576149,122.3515625,560.8984375
08-07-18 5:10,13587044,3413,128294912,139,588144640,12.9576149,122.3515625,560.8984375
08-07-18 5:10,13587044,3408,128258048,137,586047488,12.9576149,122.3164063,558.8984375
08-07-18 5:11,13587044,3415,128249856,137,586047488,12.9576149,122.3085938,558.8984375
08-07-18 5:11,13587044,3415,128225280,136,584998912,12.9576149,122.2851563,557.8984375
08-07-18 5:11,13587044,3415,128221184,136,584998912,12.9576149,122.28125,557.8984375
08-07-18 5:11,13587044,3410,128200704,135,583950336,12.9576149,122.2617188,556.8984375
08-07-18 5:12,13579692,3403,128258048,138,587096064,12.95060349,122.3164063,559.8984375
08-07-18 5:12,13579692,3403,128262144,138,587096064,12.95060349,122.3203125,559.8984375
08-07-18 5:12,13579692,3403,128262144,138,587096064,12.95060349,122.3203125,559.8984375
08-07-18 5:12,13579692,3403,128249856,137,586047488,12.95060349,122.3085938,558.8984375
08-07-18 5:13,13579692,3410,128262144,138,587096064,12.95060349,122.3203125,559.8984375
08-07-18 5:13,13579692,3413,128249856,137,586047488,12.95060349,122.3085938,558.8984375
08-07-18 5:13,13579692,5113,128311296,138,590536704,12.95060349,122.3671875,563.1796875
08-07-18 5:13,13579692,5108,128294912,137,589488128,12.95060349,122.3515625,562.1796875
08-07-18 5:14,13579692,5113,128339968,139,591585280,12.95060349,122.3945313,564.1796875
08-07-18 5:14,13579692,5113,128344064,139,591585280,12.95060349,122.3984375,564.1796875
08-07-18 5:14,13579692,5113,128348160,139,591585280,12.95060349,122.4023438,564.1796875
08-07-18 5:14,13584020,3399,128262144,137,586047488,12.95473099,122.3203125,558.8984375
08-07-18 5:15,13584020,3409,128282624,138,587096064,12.95473099,122.3398438,559.8984375
08-07-18 5:15,13584020,3409,128282624,138,587096064,12.95473099,122.3398438,559.8984375
08-07-18 5:15,13584020,3409,128282624,138,587096064,12.95473099,122.3398438,559.8984375
08-07-18 5:15,13584020,3409,128237568,136,584998912,12.95473099,122.296875,557.8984375
08-07-18 5:16,13584020,3416,128274432,138,587096064,12.95473099,122.3320313,559.8984375
08-07-18 5:16,13584020,3416,128274432,138,587096064,12.95473099,122.3320313,559.8984375
08-07-18 5:16,13584020,3413,128249856,137,586047488,12.95473099,122.3085938,558.8984375
08-07-18 5:16,13584020,3413,128221184,136,584998912,12.95473099,122.28125,557.8984375
08-07-18 5:17,13584020,3423,128237568,137,586047488,12.95473099,122.296875,558.8984375
08-07-18 5:17,13584020,3426,128221184,136,584998912,12.95473099,122.28125,557.8984375
08-07-18 5:17,13584020,3426,128225280,136,584998912,12.95473099,122.2851563,557.8984375
08-07-18 5:17,13579624,3397,128229376,136,584998912,12.95053864,122.2890625,557.8984375
08-07-18 5:18,13579624,3404,128270336,138,587096064,12.95053864,122.328125,559.8984375
08-07-18 5:18,13579624,3404,128266240,138,587096064,12.95053864,122.3242188,559.8984375
08-07-18 5:18,13579624,5102,128315392,138,590536704,12.95053864,122.3710938,563.1796875
08-07-18 5:18,13579624,5099,128294912,137,589488128,12.95053864,122.3515625,562.1796875
08-07-18 5:19,13579624,5104,128339968,139,591585280,12.95053864,122.3945313,564.1796875
08-07-18 5:19,13579624,5104,128327680,138,590536704,12.95053864,122.3828125,563.1796875
08-07-18 5:19,13579624,5103,128348160,139,591585280,12.95053864,122.4023438,564.1796875
08-07-18 5:19,13579624,5098,128323584,138,590536704,12.95053864,122.3789063,563.1796875
08-07-18 5:20,13579624,5105,128348160,139,591585280,12.95053864,122.4023438,564.1796875
08-07-18 5:20,13591356,3404,128303104,139,588144640,12.96172714,122.359375,560.8984375
08-07-18 5:20,13591356,3404,128299008,139,588144640,12.96172714,122.3554688,560.8984375
08-07-18 5:20,13591356,3399,128249856,137,586047488,12.96172714,122.3085938,558.8984375
08-07-18 5:21,13591356,3409,128274432,138,587096064,12.96172714,122.3320313,559.8984375
08-07-18 5:21,13591356,3409,128249856,137,586047488,12.96172714,122.3085938,558.8984375
08-07-18 5:21,13591356,3409,128249856,137,586047488,12.96172714,122.3085938,558.8984375
08-07-18 5:21,13591356,3404,128221184,136,584998912,12.96172714,122.28125,557.8984375
08-07-18 5:22,13591356,3414,128258048,138,587096064,12.96172714,122.3164063,559.8984375
08-07-18 5:22,13591356,3414,128258048,138,587096064,12.96172714,122.3164063,559.8984375
08-07-18 5:22,13591356,3414,128258048,138,587096064,12.96172714,122.3164063,559.8984375
08-07-18 5:22,13591356,3411,128221184,136,584998912,12.96172714,122.28125,557.8984375
08-07-18 5:23,13591356,3416,128237568,137,586047488,12.96172714,122.296875,558.8984375
08-07-18 5:23,13591356,3418,128229376,136,584998912,12.96172714,122.2890625,557.8984375
08-07-18 5:23,13580056,5101,128307200,138,590536704,12.95095062,122.3632813,563.1796875
08-07-18 5:23,13580056,5096,128286720,137,589488128,12.95095062,122.34375,562.1796875
08-07-18 5:24,13580056,5103,128335872,139,591585280,12.95095062,122.390625,564.1796875
08-07-18 5:24,13580056,5108,128339968,139,591585280,12.95095062,122.3945313,564.1796875
08-07-18 5:24,13580056,5110,128348160,139,591585280,12.95095062,122.4023438,564.1796875
08-07-18 5:24,13580056,5103,128311296,137,589488128,12.95095062,122.3671875,562.1796875
08-07-18 5:25,13580056,5113,128331776,138,590536704,12.95095062,122.3867188,563.1796875
08-07-18 5:25,13580056,5113,128335872,138,590536704,12.95095062,122.390625,563.1796875
08-07-18 5:25,13580056,5113,128335872,138,590536704,12.95095062,122.390625,563.1796875
08-07-18 5:25,13580056,5113,128290816,136,588439552,12.95095062,122.3476563,561.1796875
08-07-18 5:26,13588244,3404,128278528,138,587096064,12.95875931,122.3359375,559.8984375
08-07-18 5:26,13588244,3409,128262144,138,587096064,12.95875931,122.3203125,559.8984375
08-07-18 5:26,13588244,3409,128262144,138,587096064,12.95875931,122.3203125,559.8984375
08-07-18 5:26,13588244,3404,128241664,137,586047488,12.95875931,122.3007813,558.8984375
08-07-18 5:27,13588244,3409,128266240,138,587096064,12.95875931,122.3242188,559.8984375
08-07-18 5:27,13588244,3406,128245760,137,586047488,12.95875931,122.3046875,558.8984375
08-07-18 5:27,13588244,3406,128237568,137,586047488,12.95875931,122.296875,558.8984375
08-07-18 5:27,13588244,3406,128221184,136,584998912,12.95875931,122.28125,557.8984375
08-07-18 5:28,13588244,3413,128262144,138,587096064,12.95875931,122.3203125,559.8984375
08-07-18 5:28,13588244,3413,128266240,138,587096064,12.95875931,122.3242188,559.8984375
08-07-18 5:28,13588244,5111,128307200,138,590536704,12.95875931,122.3632813,563.1796875
08-07-18 5:28,13588268,3402,128245760,137,586047488,12.9587822,122.3046875,558.8984375
08-07-18 5:29,13588268,3407,128282624,139,588144640,12.9587822,122.3398438,560.8984375
08-07-18 5:29,13588268,3405,128266240,138,587096064,12.9587822,122.3242188,559.8984375
08-07-18 5:29,13588268,3406,128282624,139,588144640,12.9587822,122.3398438,560.8984375
08-07-18 5:29,13588268,3403,128270336,138,587096064,12.9587822,122.328125,559.8984375
08-07-18 5:30,13588268,3410,128286720,139,588144640,12.9587822,122.34375,560.8984375
08-07-18 5:30,13588268,3415,128290816,139,588144640,12.9587822,122.3476563,560.8984375
08-07-18 5:30,13588268,3415,128294912,139,588144640,12.9587822,122.3515625,560.8984375
08-07-18 5:30,13588268,3410,128253952,137,586047488,12.9587822,122.3125,558.8984375
08-07-18 5:31,13588268,3417,128241664,137,586047488,12.9587822,122.3007813,558.8984375
08-07-18 5:31,13588268,3420,128221184,136,584998912,12.9587822,122.28125,557.8984375
08-07-18 5:31,13588268,3420,128217088,136,584998912,12.9587822,122.2773438,557.8984375
08-07-18 5:31,13580172,3396,128225280,136,584998912,12.95106125,122.2851563,557.8984375
08-07-18 5:32,13580172,3406,128245760,137,586047488,12.95106125,122.3046875,558.8984375
08-07-18 5:32,13580172,3412,128266240,138,586309632,12.95106125,122.3242188,559.1484375
08-07-18 5:32,13580172,3411,128249856,137,586047488,12.95106125,122.3085938,558.8984375
08-07-18 5:32,13580172,3413,128233472,136,584998912,12.95106125,122.2929688,557.8984375
08-07-18 5:33,13580172,3418,128270336,138,587096064,12.95106125,122.328125,559.8984375
08-07-18 5:33,13580172,3419,128286720,139,587358208,12.95106125,122.34375,560.1484375
08-07-18 5:33,13580172,5118,128315392,138,590536704,12.95106125,122.3710938,563.1796875
08-07-18 5:33,13580172,5114,128299008,137,589488128,12.95106125,122.3554688,562.1796875
08-07-18 5:34,13580172,5123,128344064,139,591585280,12.95106125,122.3984375,564.1796875
08-07-18 5:34,13585312,3408,128299008,139,587358208,12.95596313,122.3554688,560.1484375
08-07-18 5:34,13585312,3409,128299008,139,588144640,12.95596313,122.3554688,560.8984375
08-07-18 5:34,13585312,3404,128274432,138,587096064,12.95596313,122.3320313,559.8984375
08-07-18 5:35,13585312,3411,128290816,139,588144640,12.95596313,122.3476563,560.8984375
08-07-18 5:35,13585312,3412,128307200,140,588406784,12.95596313,122.3632813,561.1484375
08-07-18 5:35,13585312,3411,128290816,139,588144640,12.95596313,122.3476563,560.8984375
08-07-18 5:35,13585312,3411,128249856,137,586047488,12.95596313,122.3085938,558.8984375
08-07-18 5:36,13585312,3416,128266240,138,587096064,12.95596313,122.3242188,559.8984375
08-07-18 5:36,13585312,3416,128237568,137,585261056,12.95596313,122.296875,558.1484375
08-07-18 5:36,13585312,3415,128221184,136,584998912,12.95596313,122.28125,557.8984375
08-07-18 5:36,13585312,3410,128208896,135,583950336,12.95596313,122.2695313,556.8984375
08-07-18 5:37,13585312,3420,128245760,137,586047488,12.95596313,122.3046875,558.8984375
08-07-18 5:37,13585312,3426,128262144,138,586309632,12.95596313,122.3203125,559.1484375
08-07-18 5:37,13585312,3425,128249856,137,586047488,12.95596313,122.3085938,558.8984375
08-07-18 5:37,13576804,3396,128245760,137,586047488,12.94784927,122.3046875,558.8984375
08-07-18 5:38,13576804,3401,128270336,138,587096064,12.94784927,122.328125,559.8984375
08-07-18 5:38,13576804,3400,128266240,138,586309632,12.94784927,122.3242188,559.1484375
08-07-18 5:38,13576804,5102,128327680,139,590798848,12.94784927,122.3828125,563.4296875
08-07-18 5:38,13576804,5098,128290816,137,589488128,12.94784927,122.3476563,562.1796875
08-07-18 5:39,13576804,5103,128335872,139,591585280,12.94784927,122.390625,564.1796875
08-07-18 5:39,13576804,5106,128356352,140,591847424,12.94784927,122.4101563,564.4296875
08-07-18 5:39,13576804,5104,128344064,139,591585280,12.94784927,122.3984375,564.1796875
08-07-18 5:39,13576804,5097,128307200,137,589488128,12.94784927,122.3632813,562.1796875
08-07-18 5:40,13584996,3403,128286720,138,587096064,12.95566177,122.34375,559.8984375
08-07-18 5:40,13584996,3404,128303104,139,587358208,12.95566177,122.359375,560.1484375
08-07-18 5:40,13584996,3403,128278528,138,587096064,12.95566177,122.3359375,559.8984375
08-07-18 5:40,13584996,3398,128233472,136,584998912,12.95566177,122.2929688,557.8984375
08-07-18 5:41,13584996,3408,128258048,138,587096064,12.95566177,122.3164063,559.8984375
08-07-18 5:41,13584996,3414,128274432,139,587358208,12.95566177,122.3320313,560.1484375
08-07-18 5:41,13584996,3413,128253952,138,587096064,12.95566177,122.3125,559.8984375
08-07-18 5:41,13584996,3408,128245760,137,586047488,12.95566177,122.3046875,558.8984375
08-07-18 5:42,13584996,3418,128266240,138,587096064,12.95566177,122.3242188,559.8984375
08-07-18 5:42,13584996,3424,128262144,138,586309632,12.95566177,122.3203125,559.1484375
08-07-18 5:42,13584996,3420,128229376,136,584998912,12.95566177,122.2890625,557.8984375
08-07-18 5:42,13584996,3420,128212992,135,583950336,12.95566177,122.2734375,556.8984375
08-07-18 5:43,13584996,3430,128249856,137,586047488,12.95566177,122.3085938,558.8984375
08-07-18 5:43,13590328,3402,128286720,139,587358208,12.96074677,122.34375,560.1484375
08-07-18 5:43,13590328,5102,128331776,139,590798848,12.96074677,122.3867188,563.4296875
08-07-18 5:43,13590328,5096,128294912,137,589488128,12.96074677,122.3515625,562.1796875
08-07-18 5:44,13590328,5101,128348160,139,591585280,12.96074677,122.4023438,564.1796875
08-07-18 5:44,13590328,5101,128331776,138,590536704,12.96074677,122.3867188,563.1796875
08-07-18 5:44,13590328,5105,128356352,139,591585280,12.96074677,122.4101563,564.1796875
08-07-18 5:44,13590328,5105,128331776,138,590536704,12.96074677,122.3867188,563.1796875
08-07-18 5:45,13590328,5110,128356352,139,591585280,12.96074677,122.4101563,564.1796875
08-07-18 5:45,13590328,5110,128348160,139,591585280,12.96074677,122.4023438,564.1796875
08-07-18 5:45,13590328,5115,128344064,139,591585280,12.96074677,122.3984375,564.1796875
08-07-18 5:45,13590328,5105,128266240,135,587390976,12.96074677,122.3242188,560.1796875
08-07-18 5:46,13584092,3402,128253952,137,586047488,12.95479965,122.3125,558.8984375
08-07-18 5:46,13584092,3402,128249856,137,586047488,12.95479965,122.3085938,558.8984375
08-07-18 5:46,13584092,3402,128249856,137,586047488,12.95479965,122.3085938,558.8984375
08-07-18 5:46,13584092,3402,128229376,136,584998912,12.95479965,122.2890625,557.8984375
08-07-18 5:47,13584092,3416,128266240,138,587096064,12.95479965,122.3242188,559.8984375
08-07-18 5:47,13584092,3417,128270336,138,587096064,12.95479965,122.328125,559.8984375
08-07-18 5:47,13584092,3422,128274432,138,587096064,12.95479965,122.3320313,559.8984375
08-07-18 5:47,13584092,3422,128262144,137,586047488,12.95479965,122.3203125,558.8984375
08-07-18 5:48,13584092,3427,128282624,138,587096064,12.95479965,122.3398438,559.8984375
08-07-18 5:48,13584092,3424,128253952,137,586047488,12.95479965,122.3125,558.8984375
08-07-18 5:48,13584424,3409,128290816,139,587358208,12.95511627,122.3476563,560.1484375
08-07-18 5:48,13584424,3403,128253952,137,586047488,12.95511627,122.3125,558.8984375
08-07-18 5:49,13584424,3410,128290816,139,588144640,12.95511627,122.3476563,560.8984375
08-07-18 5:49,13584424,3410,128290816,139,588144640,12.95511627,122.3476563,560.8984375
08-07-18 5:49,13584424,3416,128294912,139,588144640,12.95511627,122.3515625,560.8984375
08-07-18 5:49,13584424,3411,128274432,138,587096064,12.95511627,122.3320313,559.8984375
08-07-18 5:50,13584424,3421,128282624,139,588144640,12.95511627,122.3398438,560.8984375
08-07-18 5:50,13584424,3419,128266240,138,587096064,12.95511627,122.3242188,559.8984375
08-07-18 5:50,13584424,3424,128262144,138,587096064,12.95511627,122.3203125,559.8984375
08-07-18 5:50,13584424,3424,128233472,136,584998912,12.95511627,122.2929688,557.8984375
08-07-18 5:51,13584424,3433,128245760,137,586047488,12.95511627,122.3046875,558.8984375
08-07-18 5:51,13584424,3433,128241664,137,586047488,12.95511627,122.3007813,558.8984375
08-07-18 5:51,13584424,3433,128241664,137,586047488,12.95511627,122.3007813,558.8984375
08-07-18 5:51,13581056,3399,128245760,137,586047488,12.9519043,122.3046875,558.8984375
08-07-18 5:52,13581056,3409,128266240,138,587096064,12.9519043,122.3242188,559.8984375
08-07-18 5:52,13581056,3406,128253952,137,586047488,12.9519043,122.3125,558.8984375
08-07-18 5:52,13581056,3411,128249856,137,586047488,12.9519043,122.3085938,558.8984375
08-07-18 5:52,13581056,3413,128233472,136,584998912,12.9519043,122.2929688,557.8984375
08-07-18 5:53,13581056,3423,128270336,138,587096064,12.9519043,122.328125,559.8984375
08-07-18 5:53,13581056,3423,128270336,138,587096064,12.9519043,122.328125,559.8984375
08-07-18 5:53,13581056,5122,128331776,139,590798848,12.9519043,122.3867188,563.4296875
08-07-18 5:53,13581056,5116,128294912,137,589488128,12.9519043,122.3515625,562.1796875
08-07-18 5:54,13588044,3407,128299008,139,588144640,12.95856857,122.3554688,560.8984375
08-07-18 5:54,13588044,3407,128282624,138,587096064,12.95856857,122.3398438,559.8984375
08-07-18 5:54,13588044,3406,128294912,139,588144640,12.95856857,122.3515625,560.8984375
08-07-18 5:54,13588044,3406,128270336,138,587096064,12.95856857,122.328125,559.8984375
08-07-18 5:55,13588044,3411,128290816,139,588144640,12.95856857,122.3476563,560.8984375
08-07-18 5:55,13588044,3411,128278528,139,588144640,12.95856857,122.3359375,560.8984375
08-07-18 5:55,13588044,3411,128278528,139,588144640,12.95856857,122.3359375,560.8984375
08-07-18 5:55,13588044,3409,128217088,136,584998912,12.95856857,122.2773438,557.8984375
08-07-18 5:56,13588044,3414,128245760,137,586047488,12.95856857,122.3046875,558.8984375
08-07-18 5:56,13588044,3411,128225280,136,584998912,12.95856857,122.2851563,557.8984375
08-07-18 5:56,13588044,3416,128221184,136,584998912,12.95856857,122.28125,557.8984375
08-07-18 5:56,13588044,3416,128204800,135,583950336,12.95856857,122.265625,556.8984375
08-07-18 5:57,13588044,3421,128237568,137,586047488,12.95856857,122.296875,558.8984375
08-07-18 5:57,13588044,3420,128241664,137,586047488,12.95856857,122.3007813,558.8984375
08-07-18 5:57,13576836,3402,128266240,138,587096064,12.94787979,122.3242188,559.8984375
08-07-18 5:57,13576836,3402,128253952,137,586047488,12.94787979,122.3125,558.8984375
08-07-18 5:58,13576836,3407,128274432,138,587096064,12.94787979,122.3320313,559.8984375
08-07-18 5:58,13576836,3404,128253952,137,586047488,12.94787979,122.3125,558.8984375
08-07-18 5:58,13576836,3415,128360448,138,586309632,12.94787979,122.4140625,559.1484375
08-07-18 5:58,13576836,5103,128294912,137,589488128,12.94787979,122.3515625,562.1796875
08-07-18 5:59,13576836,5108,128344064,139,591585280,12.94787979,122.3984375,564.1796875
08-07-18 5:59,13576836,5108,128344064,139,591585280,12.94787979,122.3984375,564.1796875
08-07-18 5:59,13576836,5107,128339968,139,591585280,12.94787979,122.3945313,564.1796875
08-07-18 5:59,13583476,3400,128274432,138,587096064,12.95421219,122.3320313,559.8984375
08-07-18 6:00,13583476,3405,128290816,139,588144640,12.95421219,122.3476563,560.8984375
08-07-18 6:00,13583476,3403,128270336,138,587096064,12.95421219,122.328125,559.8984375
08-07-18 6:00,13583476,3408,128266240,138,587096064,12.95421219,122.3242188,559.8984375
08-07-18 6:00,13583476,3408,128225280,136,584998912,12.95421219,122.2851563,557.8984375
08-07-18 6:01,13583476,3413,128266240,138,587096064,12.95421219,122.3242188,559.8984375
08-07-18 6:01,13583476,3413,128262144,138,587096064,12.95421219,122.3203125,559.8984375
08-07-18 6:01,13583476,3413,128266240,138,587096064,12.95421219,122.3242188,559.8984375
08-07-18 6:01,13583476,3413,128249856,137,586047488,12.95421219,122.3085938,558.8984375
08-07-18 6:02,13583476,3415,128249856,137,586047488,12.95421219,122.3085938,558.8984375
08-07-18 6:02,13583476,3415,128229376,136,584998912,12.95421219,122.2890625,557.8984375
08-07-18 6:02,13583476,3420,128229376,136,584998912,12.95421219,122.2890625,557.8984375
08-07-18 6:02,13583476,3415,128208896,135,583950336,12.95421219,122.2695313,556.8984375
08-07-18 6:03,13593948,3401,128249856,137,586047488,12.96419907,122.3085938,558.8984375
08-07-18 6:03,13593948,3401,128249856,137,586047488,12.96419907,122.3085938,558.8984375
08-07-18 6:03,13593948,3406,128258048,137,586047488,12.96419907,122.3164063,558.8984375
08-07-18 6:03,13593948,5101,128294912,137,589488128,12.96419907,122.3515625,562.1796875
08-07-18 6:04,13593948,5110,128323584,138,590536704,12.96419907,122.3789063,563.1796875
08-07-18 6:04,13593948,5110,128344064,139,591585280,12.96419907,122.3984375,564.1796875
08-07-18 6:04,13593948,5110,128335872,139,591585280,12.96419907,122.390625,564.1796875
08-07-18 6:04,13593948,5103,128307200,137,589488128,12.96419907,122.3632813,562.1796875
08-07-18 6:05,13593948,5108,128323584,138,590536704,12.96419907,122.3789063,563.1796875
08-07-18 6:05,13593948,5108,128323584,138,590536704,12.96419907,122.3789063,563.1796875
08-07-18 6:05,10780392,3404,128270336,138,587096064,10.28098297,122.328125,559.8984375
08-07-18 6:05,10780392,3404,128221184,136,584998912,10.28098297,122.28125,557.8984375
08-07-18 6:06,10780392,3416,128262144,138,587096064,10.28098297,122.3203125,559.8984375
08-07-18 6:06,10780392,3416,128262144,138,587096064,10.28098297,122.3203125,559.8984375
08-07-18 6:06,10780392,3421,128266240,138,587096064,10.28098297,122.3242188,559.8984375
08-07-18 6:06,10780392,3421,128249856,137,586047488,10.28098297,122.3085938,558.8984375
08-07-18 6:07,10780392,3426,128270336,138,587096064,10.28098297,122.328125,559.8984375
08-07-18 6:07,10780392,3424,128270336,138,587096064,10.28098297,122.328125,559.8984375
08-07-18 6:07,10780392,3429,128270336,138,587096064,10.28098297,122.328125,559.8984375
08-07-18 6:07,10780392,3424,128253952,137,586047488,10.28098297,122.3125,558.8984375
08-07-18 6:08,10780392,3435,128270336,138,587096064,10.28098297,122.328125,559.8984375
