(PDH-CSV 4.0) (India Standard Time)(-330),\\HYD-GOLCONDA\.NET CLR Memory(NCR.APTRA.CnsmrAppActivateEnterprise)\# Bytes in all Heaps,\\HYD-GOLCONDA\Process(NCR.APTRA.CnsmrAppActivateEnterprise)\Handle Count,\\HYD-GOLCONDA\Process(NCR.APTRA.CnsmrAppActivateEnterprise)\Private Bytes,\\HYD-GOLCONDA\Process(NCR.APTRA.CnsmrAppActivateEnterprise)\Thread Count,\\HYD-GOLCONDA\Process(NCR.APTRA.CnsmrAppActivateEnterprise)\Virtual Bytes,\\HYD-GOLCONDA\Process(NCR.APTRA.CnsmrAppActivateEnterprise)\Working Set - Private
03-01-19 16:09,26248056,4724,335167488,193,1207275520,259330048
03-01-19 16:09,26248056,4734,335167488,193,1207275520,259338240
03-01-19 16:09,26248056,4739,335015936,191,1204654080,259284992
03-01-19 16:09,26248056,4768,318275584,193,1189937152,242307072
03-01-19 16:09,26248056,4782,318423040,192,1189412864,242470912
03-01-19 16:09,26248056,4786,318705664,192,1184423936,242774016
03-01-19 16:09,26248056,4838,319111168,192,1188691968,243560448
03-01-19 16:09,23947756,4618,335556608,196,1207058432,259653632
03-01-19 16:09,24392028,4635,336887808,195,1210777600,261324800
03-01-19 16:09,24392028,4646,336961536,196,1211301888,261414912
03-01-19 16:09,24392028,4660,336887808,195,1210777600,261382144
03-01-19 16:09,24392028,4691,319303680,192,1188724736,244006912
03-01-19 16:10,24392028,4716,335478784,192,1201844224,259371008
03-01-19 16:10,24848188,4622,319311872,192,1188753408,243625984
03-01-19 16:10,24848188,4603,318464000,190,1181929472,242843648
03-01-19 16:10,24848188,4677,318869504,192,1188675584,243580928
03-01-19 16:10,24848188,4662,319004672,190,1182638080,243785728
03-01-19 16:10,19723784,4284,314122240,192,1184473088,243462144
03-01-19 16:10,19723784,4352,331812864,194,1209483264,261054464
03-01-19 16:10,19723784,4381,314691584,197,1191129088,243871744
03-01-19 16:10,18545552,4363,330637312,199,1215283200,259280896
03-01-19 16:10,18545552,4376,330776576,200,1212391424,259428352
03-01-19 16:10,18977472,4378,331137024,201,1214496768,259735552
03-01-19 16:10,18977472,4379,331063296,200,1212391424,259751936
03-01-19 16:11,19056952,4372,331218944,202,1215021056,259858432
03-01-19 16:11,19056952,4386,329793536,193,1204011008,258801664
03-01-19 16:11,19692444,4349,330129408,194,1204527104,259104768
03-01-19 16:11,19878480,4375,330432512,195,1205837824,259440640
03-01-19 16:11,18820120,4424,331059200,199,1216069632,259878912
03-01-19 16:11,18820120,4436,331083776,198,1214758912,259969024
03-01-19 16:11,18820120,4455,331087872,198,1213972480,259973120
03-01-19 16:11,19281264,4417,330014720,192,1201262592,259809280
03-01-19 16:11,19763396,4376,329854976,190,1194438656,259735552
03-01-19 16:11,19763396,4433,329936896,191,1200738304,259825664
03-01-19 16:11,19763396,4449,330031104,192,1201262592,259928064
03-01-19 16:11,19763396,4434,329871360,190,1195225088,259854336
03-01-19 16:12,19023168,4368,329285632,192,1197060096,259170304
03-01-19 16:12,19434928,4405,329498624,192,1202049024,259416064
03-01-19 16:12,19434928,4412,329768960,193,1198379008,259604480
03-01-19 16:12,20028268,4401,329986048,192,1197068288,259846144
03-01-19 16:12,18581948,4471,330870784,201,1213059072,260296704
03-01-19 16:12,18869792,4505,330817536,200,1212534784,260300800
03-01-19 16:12,18869792,4516,330891264,201,1213059072,260329472
03-01-19 16:12,18869792,4547,330944512,201,1213059072,260374528
03-01-19 16:12,19407904,4511,330616832,196,1206505472,260255744
03-01-19 16:12,19407904,4526,330616832,196,1206505472,260255744
03-01-19 16:12,19407904,4507,330530816,195,1200992256,260210688
03-01-19 16:12,18607444,4422,329560064,193,1198370816,259321856
03-01-19 16:13,18607444,4436,329887744,194,1199681536,259575808
03-01-19 16:13,18805544,4464,330223616,195,1205194752,260788224
03-01-19 16:13,18805544,4472,330317824,192,1201262592,261021696
03-01-19 16:13,18805544,4487,330317824,192,1201262592,261029888
03-01-19 16:13,18805544,4506,330387456,193,1202573312,261046272
03-01-19 16:13,18805544,4521,330391552,193,1202573312,261062656
03-01-19 16:13,18805544,4530,330391552,193,1202573312,261058560
03-01-19 16:13,18805544,4539,330240000,191,1199951872,261001216
03-01-19 16:13,18805544,4569,314257408,193,1185226752,244932608
03-01-19 16:13,18805544,4584,313479168,193,1185226752,244129792
03-01-19 16:13,18805544,4593,313643008,192,1184702464,244322304
03-01-19 16:13,18805544,4613,313905152,192,1183916032,244613120
03-01-19 16:14,18805544,4618,314118144,191,1183391744,244887552
03-01-19 16:14,19029276,4450,314118144,191,1182605312,244895744
03-01-19 16:14,19029276,4469,314114048,191,1183391744,244887552
03-01-19 16:14,19029276,4485,314187776,192,1183916032,244920320
03-01-19 16:14,19029276,4494,314114048,191,1183391744,244887552
03-01-19 16:14,19029276,4519,330342400,192,1201164288,259960832
03-01-19 16:14,19029276,4526,330268672,191,1200640000,260026368
03-01-19 16:14,19029276,4533,329871360,192,1196969984,259473408
03-01-19 16:14,19029276,4541,329998336,189,1198018560,259715072
03-01-19 16:14,19029276,4567,330600448,192,1201164288,260141056
03-01-19 16:14,19029276,4576,330665984,191,1200640000,260272128
03-01-19 16:14,19029276,4592,331116544,192,1201164288,260620288
03-01-19 16:15,19029276,4615,331046912,191,1200640000,260595712
03-01-19 16:15,19029276,4627,331137024,191,1200640000,260685824
03-01-19 16:15,19029276,4637,331137024,191,1200640000,260685824
03-01-19 16:15,19029276,4654,331206656,192,1201164288,260710400
03-01-19 16:15,19029276,4663,331132928,191,1200640000,260677632
03-01-19 16:15,19029276,4679,330534912,192,1201164288,260034560
03-01-19 16:15,19029276,4688,313700352,189,1180741632,244043776
03-01-19 16:15,19029276,4708,314142720,191,1183363072,244445184
03-01-19 16:15,19029276,4718,314241024,190,1182052352,244625408
03-01-19 16:15,19029276,4729,314314752,191,1182576640,244715520
03-01-19 16:15,19029276,4743,314241024,190,1182052352,244682752
03-01-19 16:15,19029276,4754,314314752,191,1182576640,244760576
03-01-19 16:16,19029276,4768,314241024,190,1182052352,244731904
03-01-19 16:16,19029276,4745,314159104,189,1175752704,244744192
03-01-19 16:16,19029276,4789,314245120,190,1181265920,244953088
03-01-19 16:16,19029276,4799,313532416,190,1181265920,244228096
03-01-19 16:16,18372044,4438,313860096,191,1182576640,244498432
03-01-19 16:16,18372044,4448,314146816,191,1182576640,244756480
03-01-19 16:16,18372044,4463,314310656,191,1182576640,244965376
03-01-19 16:16,18372044,4468,314236928,190,1181265920,244965376
03-01-19 16:16,18372044,4483,314236928,190,1181265920,244969472
03-01-19 16:16,18372044,4493,314269696,190,1181265920,244998144
03-01-19 16:16,18372044,4522,314281984,190,1181265920,241360896
03-01-19 16:16,18372044,4540,331628544,190,1198571520,259059712
03-01-19 16:17,18372044,4554,331554816,189,1198047232,259330048
03-01-19 16:17,18372044,4560,330809344,189,1197260800,258772992
03-01-19 16:17,18372044,4570,330981376,188,1195950080,258985984
03-01-19 16:17,18372044,4590,331407360,190,1198571520,259317760
03-01-19 16:17,18372044,4605,331579392,190,1198571520,259543040
03-01-19 16:17,18372044,4615,331579392,190,1198571520,259538944
03-01-19 16:17,18372044,4640,314232832,190,1181237248,242388992
03-01-19 16:17,18372044,4650,314232832,190,1181237248,242397184
03-01-19 16:17,18372044,4665,314232832,190,1181237248,242413568
03-01-19 16:17,18372044,4675,314232832,190,1181237248,242425856
03-01-19 16:17,18372044,4690,314232832,190,1181237248,242429952
03-01-19 16:17,18372044,4705,313446400,189,1180712960,241672192
03-01-19 16:18,18372044,4716,313700352,189,1179926528,241926144
03-01-19 16:18,18372044,4725,313929728,188,1179402240,242167808
03-01-19 16:18,18372044,4746,314241024,190,1181237248,242442240
03-01-19 16:18,18372044,4768,329105408,189,1198043136,256974848
03-01-19 16:18,18451024,4440,329179136,190,1198567424,257122304
03-01-19 16:18,18451024,4440,329330688,189,1193848832,257216512
03-01-19 16:18,18451024,4463,329441280,190,1198567424,257363968
03-01-19 16:18,18451024,4472,329990144,190,1198567424,257650688
03-01-19 16:18,18451024,4488,329990144,190,1198567424,257658880
03-01-19 16:18,18451024,4497,329203712,189,1198043136,257064960
03-01-19 16:18,18451024,4513,329523200,190,1198567424,257335296
03-01-19 16:18,18451024,4512,329596928,187,1195421696,257515520
03-01-19 16:19,18661348,4469,330162176,194,1203863552,257961984
03-01-19 16:19,18661348,4487,313917440,193,1186033664,241819648
03-01-19 16:19,18661348,4492,313896960,193,1181052928,241819648
03-01-19 16:19,18661348,4518,331292672,187,1195421696,259272704
03-01-19 16:19,18661348,4554,314093568,189,1179967488,242208768
03-01-19 16:19,18661348,4583,329265152,189,1198133248,257138688
03-01-19 16:19,18661348,4611,312635392,190,1181212672,240664576
03-01-19 16:19,18661348,4610,312729600,189,1176494080,240902144
03-01-19 16:19,18661348,4644,330719232,189,1197244416,258744320
03-01-19 16:19,18661348,4670,313659392,189,1179992064,241901568
03-01-19 16:19,18661348,4703,331169792,190,1198632960,259420160
03-01-19 16:19,18988360,4608,331546624,195,1200992256,259633152
03-01-19 16:20,18654132,4491,331718656,197,1207808000,259731456
03-01-19 16:20,18852332,4526,331984896,200,1211740160,259874816
03-01-19 16:20,18852332,4594,314740736,201,1195724800,241905664
03-01-19 16:20,18852332,4657,332013568,200,1212559360,259588096
03-01-19 16:20,18852332,4680,314740736,201,1195851776,242503680
03-01-19 16:20,18852332,4685,313917440,200,1190346752,241721344
03-01-19 16:20,19073972,4538,331579392,195,1205334016,259399680
03-01-19 16:20,19073972,4566,314728448,195,1187917824,242577408
03-01-19 16:20,19073972,4588,332234752,195,1205239808,260087808
03-01-19 16:20,19073972,4613,314101760,193,1185292288,241819648
03-01-19 16:20,19073972,4619,314023936,192,1183981568,241811456
03-01-19 16:20,19073972,4652,331653120,193,1202647040,259563520
03-01-19 16:21,19073972,4583,314302464,193,1185267712,242278400
03-01-19 16:21,19073972,4609,332009472,192,1202188288,260038656
03-01-19 16:21,19073972,4642,314675200,192,1183989760,242593792
03-01-19 16:21,19073972,4657,313962496,192,1183989760,241868800
03-01-19 16:21,19073972,4684,331554816,192,1202081792,259436544
03-01-19 16:21,19073972,4712,314576896,193,1185361920,242438144
03-01-19 16:21,19073972,4734,332091392,193,1202696192,259956736
03-01-19 16:21,19073972,4757,314658816,192,1184014336,242823168
03-01-19 16:21,19073972,4766,314585088,191,1183490048,242790400
03-01-19 16:21,19073972,4800,332083200,193,1202642944,260173824
03-01-19 16:21,18644776,4445,314810368,194,1187332096,242950144
03-01-19 16:21,18822084,4445,332472320,198,1209225216,260431872
03-01-19 16:22,18822084,4453,332398592,197,1208700928,260399104
03-01-19 16:22,18822084,4469,331735040,198,1209225216,259674112
03-01-19 16:22,18822084,4480,331612160,193,1203458048,259739648
03-01-19 16:22,18822084,4503,331939840,194,1203982336,260030464
03-01-19 16:22,18576800,4440,332345344,197,1208963072,260349952
03-01-19 16:22,18576800,4459,332275712,196,1208438784,260321280
03-01-19 16:22,18576800,4469,332275712,196,1208438784,260321280
03-01-19 16:22,18576800,4474,332189696,194,1200836608,260329472
03-01-19 16:22,18951972,4411,314683392,192,1185759232,242937856
03-01-19 16:22,18951972,4427,314761216,193,1186283520,243003392
03-01-19 16:22,18951972,4424,314671104,192,1180778496,242978816
03-01-19 16:22,18951972,4474,329613312,192,1202327552,257277952
03-01-19 16:23,19501212,4417,330080256,193,1203638272,257699840
03-01-19 16:23,19501212,4429,330305536,192,1202327552,258007040
03-01-19 16:23,19501212,4438,330395648,190,1199706112,258232320
03-01-19 16:23,19501212,4457,330399744,190,1199706112,258232320
03-01-19 16:23,19501212,4458,330403840,190,1195511808,258244608
03-01-19 16:23,19501212,4491,330416128,190,1199706112,258244608
03-01-19 16:23,19501212,4477,330399744,190,1195503616,258228224
03-01-19 16:23,19860628,4394,330702848,189,1194192896,258678784
03-01-19 16:23,19860628,4438,330883072,191,1201016832,258752512
03-01-19 16:23,19860628,4453,330022912,190,1199706112,258007040
03-01-19 16:23,19860628,4463,330268672,190,1199706112,258256896
03-01-19 16:23,19860628,4471,330584064,190,1195511808,258551808
03-01-19 16:24,19096420,4392,331083776,191,1201016832,259080192
03-01-19 16:24,19096420,4414,331141120,191,1201016832,259166208
03-01-19 16:24,19096420,4415,331132928,191,1196822528,259170304
03-01-19 16:24,19096420,4445,331141120,191,1201016832,259166208
03-01-19 16:24,19096420,4445,331055104,190,1195511808,259133440
03-01-19 16:24,19096420,4466,331128832,191,1196822528,259170304
03-01-19 16:24,19931680,4453,331341824,194,1205735424,259317760
03-01-19 16:24,19931680,4466,331415552,195,1206259712,259366912
03-01-19 16:24,19931680,4476,330694656,195,1206259712,258613248
03-01-19 16:24,19931680,4484,330387456,188,1197871104,258637824
03-01-19 16:24,19931680,4506,330903552,191,1201016832,258998272
03-01-19 16:24,19931680,4485,330747904,188,1192882176,259006464
03-01-19 16:25,19002448,4417,331444224,193,1203638272,259432448
03-01-19 16:25,19002448,4442,331599872,195,1206259712,259502080
03-01-19 16:25,19309548,4465,331833344,197,1204686848,259653632
03-01-19 16:25,19309548,4489,331825152,197,1208881152,259653632
03-01-19 16:25,19654088,4467,331829248,197,1208881152,259657728
03-01-19 16:25,19654088,4467,331595776,194,1201541120,259563520
03-01-19 16:25,19654088,4491,330842112,192,1202327552,258850816
03-01-19 16:25,19654088,4502,331079680,192,1202327552,259100672
03-01-19 16:25,19654088,4506,331276288,191,1196822528,259330048
03-01-19 16:25,19654088,4532,331358208,190,1200492544,259469312
03-01-19 16:25,19654088,4547,331358208,190,1200492544,259469312
03-01-19 16:25,19654088,4549,331350016,190,1196298240,259469312
03-01-19 16:26,19654088,4543,331345920,190,1195503616,259461120
03-01-19 16:26,19654088,4559,331272192,189,1194979328,259440640
03-01-19 16:26,19654088,4581,331350016,190,1195503616,259477504
03-01-19 16:26,20049120,4431,331186176,188,1192882176,259416064
03-01-19 16:26,20049120,4452,330530816,189,1194192896,258711552
03-01-19 16:26,20049120,4523,332226560,192,1199181824,259424256
03-01-19 16:26,20517868,4428,332570624,192,1194987520,259801088
03-01-19 16:26,20517868,4445,332455936,190,1196560384,259809280
03-01-19 16:26,20517868,4469,332525568,191,1197871104,259825664
03-01-19 16:26,20517868,4479,332525568,191,1197871104,259837952
03-01-19 16:26,20517868,4494,332558336,191,1197871104,259866624
03-01-19 16:26,20517868,4512,316198912,190,1180028928,243253248
03-01-19 16:27,20517868,4526,316272640,191,1180553216,243281920
03-01-19 16:27,20517868,4535,315473920,190,1180028928,242532352
03-01-19 16:27,20517868,4551,315785216,191,1180553216,242765824
03-01-19 16:27,20517868,4561,316047360,191,1180553216,243032064
03-01-19 16:27,20517868,4572,316186624,190,1179242496,243249152
03-01-19 16:27,20517868,4586,316121088,189,1177931776,243228672
03-01-19 16:27,20517868,4598,316121088,189,1177931776,243363840
03-01-19 16:27,20517868,4607,316071936,188,1177407488,243351552
03-01-19 16:27,20517868,4619,316235776,190,1175048192,243433472
03-01-19 16:27,20517868,4650,331628544,190,1196617728,258584576
03-01-19 16:27,20517868,4665,331628544,190,1196617728,258609152
03-01-19 16:27,20517868,4664,330756096,187,1193472000,257912832
03-01-19 16:28,20517868,4688,331288576,190,1196617728,258334720
03-01-19 16:28,20517868,4698,331558912,190,1196617728,258715648
03-01-19 16:28,20517868,4712,331612160,189,1196093440,259010560
03-01-19 16:28,20517868,4723,331907072,190,1196617728,259125248
03-01-19 16:28,20517868,4738,331907072,190,1196617728,259125248
03-01-19 16:28,20517868,4739,331898880,190,1192423424,259129344
03-01-19 16:28,20517868,4762,331833344,189,1196093440,259100672
03-01-19 16:28,20517868,4773,331907072,190,1196617728,259284992
03-01-19 16:28,20551512,4436,331833344,189,1196093440,259256320
03-01-19 16:28,20733020,4466,333041664,191,1197899776,260186112
03-01-19 16:28,20733020,4492,315871232,190,1180033024,243343360
03-01-19 16:28,20733020,4474,316133376,190,1175044096,243609600
03-01-19 16:29,20733020,4516,339427328,189,1197035520,265240576
03-01-19 16:29,20733020,4563,316289024,190,1179275264,243851264
03-01-19 16:29,20733020,4548,316129280,188,1173237760,243777536
03-01-19 16:29,22286176,4485,334925824,190,1196593152,260505600
03-01-19 16:29,22286176,4499,334860288,189,1196068864,260554752
03-01-19 16:29,22286176,4510,334934016,190,1196593152,260595712
03-01-19 16:29,22286176,4524,334872576,189,1196068864,260587520
03-01-19 16:29,22286176,4544,334331904,191,1197903872,260136960
03-01-19 16:29,22286176,4554,334577664,191,1197903872,260407296
03-01-19 16:29,22286176,4569,334864384,191,1197903872,260665344
03-01-19 16:29,22286176,4591,317534208,191,1180594176,243531776
03-01-19 16:29,22286176,4606,317534208,191,1180594176,243535872
03-01-19 16:30,22286176,4614,317534208,191,1180594176,243548160
03-01-19 16:30,22286176,4624,317526016,190,1179283456,243650560
03-01-19 16:30,22286176,4634,317526016,190,1179283456,243650560
03-01-19 16:30,22286176,4659,317530112,190,1179283456,243650560
03-01-19 16:30,22286176,4666,316784640,190,1179283456,243068928
03-01-19 16:30,22286176,4681,317022208,190,1179283456,243286016
03-01-19 16:30,22286176,4681,317128704,188,1176662016,243474432
03-01-19 16:30,22286176,4719,333217792,190,1196609536,259178496
03-01-19 16:30,22286176,4729,333225984,190,1196609536,259260416
03-01-19 16:30,22286176,4735,333213696,190,1192415232,259256320
03-01-19 16:30,22286176,4754,333328384,190,1196609536,259371008
03-01-19 16:30,22286176,4769,333471744,190,1196609536,259420160
03-01-19 16:31,22286176,4777,333471744,190,1196609536,259424256
03-01-19 16:31,22499864,4484,333611008,189,1195298816,259633152
03-01-19 16:31,22499864,4494,332775424,189,1195298816,258859008
03-01-19 16:31,22499864,4509,333205504,189,1195298816,259145728
03-01-19 16:31,22499864,4518,333414400,188,1194774528,259379200
03-01-19 16:31,22499864,4534,333664256,189,1195298816,259616768
03-01-19 16:31,22499864,4544,333664256,189,1195298816,259620864
03-01-19 16:31,22499864,4569,333737984,190,1196609536,259649536
03-01-19 16:31,22499864,4588,317317120,190,1179222016,243388416
03-01-19 16:31,22499864,4602,317243392,189,1178697728,243449856
03-01-19 16:31,22499864,4603,317169664,188,1176600576,243437568
03-01-19 16:31,22499864,4627,317243392,189,1178697728,243462144
03-01-19 16:32,22499864,4638,316653568,190,1179222016,242814976
03-01-19 16:32,22499864,4653,316915712,190,1179222016,243060736
03-01-19 16:32,22499864,4672,317214720,190,1179222016,243380224
03-01-19 16:32,22499864,4683,317739008,190,1179222016,244015104
03-01-19 16:32,22499864,4694,317739008,190,1179222016,244076544
03-01-19 16:32,22499864,4703,317595648,188,1177387008,244019200
03-01-19 16:32,22499864,4714,317751296,189,1177911296,244133888
03-01-19 16:32,22499864,4729,317751296,189,1177911296,244133888
03-01-19 16:32,22499864,4740,317743104,189,1177911296,244207616
03-01-19 16:32,22499864,4754,316874752,188,1177387008,243380224
03-01-19 16:32,22499864,4765,317161472,189,1177911296,242573312
03-01-19 16:32,22499864,4779,317239296,187,1176076288,242769920
03-01-19 16:33,22499864,4798,317739008,190,1179222016,243355648
03-01-19 16:33,21719792,4436,335044608,189,1196089344,260939776
03-01-19 16:33,21719792,4447,335122432,190,1196613632,261001216
03-01-19 16:33,21719792,4466,334987264,188,1194778624,260972544
03-01-19 16:33,21719792,4477,335093760,189,1195302912,261058560
03-01-19 16:33,21719792,4491,332795904,188,1194778624,258670592
03-01-19 16:33,21719792,4507,333094912,190,1196613632,258867200
03-01-19 16:33,21719792,4522,332632064,190,1196613632,258383872
03-01-19 16:33,21719792,4542,316993536,190,1179271168,242802688
03-01-19 16:33,21719792,4557,317296640,190,1179271168,243077120
03-01-19 16:33,21719792,4567,317542400,190,1179271168,243425280
03-01-19 16:33,21719792,4582,317542400,190,1179271168,243503104
03-01-19 16:34,21719792,4590,317542400,190,1179271168,243507200
03-01-19 16:34,21719792,4605,317542400,190,1179271168,243515392
03-01-19 16:34,21719792,4611,317468672,189,1177960448,243515392
03-01-19 16:34,21719792,4626,317468672,189,1177960448,243523584
03-01-19 16:34,21719792,4636,317468672,189,1177960448,243523584
03-01-19 16:34,21719792,4658,334462976,189,1195298816,260497408
03-01-19 16:34,21719792,4673,334716928,189,1195298816,260730880
03-01-19 16:34,21719792,4674,334979072,189,1191104512,260980736
03-01-19 16:34,21719792,4698,335208448,189,1195298816,261263360
03-01-19 16:34,21719792,4698,335060992,187,1192677376,261226496
03-01-19 16:34,21719792,4723,335208448,189,1195298816,261283840
03-01-19 16:34,21719792,4733,335208448,189,1195298816,261378048
03-01-19 16:35,21719792,4748,335208448,189,1195298816,261378048
03-01-19 16:35,21719792,4758,335208448,189,1195298816,261382144
03-01-19 16:35,21719792,4773,335208448,189,1195298816,261378048
03-01-19 16:35,21719792,4783,334389248,189,1195298816,260554752
03-01-19 16:35,21745440,4443,334553088,188,1193988096,260759552
03-01-19 16:35,21745440,4453,334839808,188,1193988096,261021696
03-01-19 16:35,21745440,4476,317251584,187,1176055808,243138560
03-01-19 16:35,21745440,4492,317816832,189,1177890816,243470336
03-01-19 16:35,21745440,4506,317743104,188,1177366528,243437568
03-01-19 16:35,21745440,4517,317816832,189,1177890816,243474432
03-01-19 16:35,21745440,4522,317669376,187,1175269376,243412992
03-01-19 16:35,21745440,4542,317816832,189,1177890816,243490816
03-01-19 16:36,21745440,4554,317743104,188,1177366528,243462144
03-01-19 16:36,21745440,4536,316944384,188,1172377600,242659328
03-01-19 16:36,21745440,4579,317202432,188,1177366528,243011584
03-01-19 16:36,21745440,4590,317562880,189,1177890816,243310592
03-01-19 16:36,21745440,4622,317890560,190,1179201536,243638272
03-01-19 16:36,21745440,4624,317816832,189,1177890816,243609600
03-01-19 16:36,21745440,4639,317816832,189,1177890816,243683328
03-01-19 16:36,21745440,4653,317874176,190,1179148288,243904512
03-01-19 16:36,21745440,4667,317800448,189,1178624000,243871744
03-01-19 16:36,21745440,4678,317874176,190,1179148288,243904512
03-01-19 16:36,21745440,4683,317726720,188,1176526848,243847168
03-01-19 16:36,21745440,4717,334630912,190,1196539904,260751360
03-01-19 16:37,21745440,4729,334811136,189,1196015616,260972544
03-01-19 16:37,21745440,4740,335196160,190,1196539904,261283840
03-01-19 16:37,21745440,4744,335052800,187,1193394176,261316608
03-01-19 16:37,21745440,4765,335273984,190,1196539904,261419008
03-01-19 16:37,21745440,4780,335273984,190,1196539904,261419008
03-01-19 16:37,21824264,4449,335347712,190,1196539904,261496832
03-01-19 16:37,21824264,4473,317337600,190,1179185152,243552256
03-01-19 16:37,21824264,4483,317337600,190,1179185152,243552256
03-01-19 16:37,21824264,4498,317337600,190,1179185152,243601408
03-01-19 16:37,21824264,4503,316661760,189,1177874432,242946048
03-01-19 16:37,21824264,4518,316940288,189,1177874432,243204096
03-01-19 16:37,21824264,4528,317194240,189,1177874432,243494912
03-01-19 16:38,21824264,4552,317419520,190,1179185152,243691520
03-01-19 16:38,21824264,4562,317419520,190,1179185152,243687424
03-01-19 16:38,21824264,4577,317419520,190,1179185152,243691520
03-01-19 16:38,21824264,4599,333299712,190,1196605440,259203072
03-01-19 16:38,21824264,4614,333299712,190,1196605440,259330048
03-01-19 16:38,21824264,4615,333295616,190,1192411136,259334144
03-01-19 16:38,21824264,4629,333295616,188,1193984000,259424256
03-01-19 16:38,21824264,4649,332984320,190,1196605440,258953216
03-01-19 16:38,21824264,4664,333230080,190,1196605440,259219456
03-01-19 16:38,21824264,4684,333803520,190,1196605440,259764224
03-01-19 16:38,21824264,4696,333950976,190,1196605440,259973120
03-01-19 16:38,21824264,4706,333950976,190,1196605440,259985408
03-01-19 16:39,21824264,4721,334020608,191,1197916160,260022272
03-01-19 16:39,21824264,4726,333877248,189,1195294720,259973120
03-01-19 16:39,21824264,4736,333877248,189,1195294720,259977216
03-01-19 16:39,21824264,4751,333877248,189,1195294720,259973120
03-01-19 16:39,21824264,4779,317812736,190,1179222016,243888128
03-01-19 16:39,21824264,4794,317149184,190,1179222016,243236864
03-01-19 16:39,21824264,4802,317394944,190,1179222016,243511296
03-01-19 16:39,21824264,4807,317534208,188,1176600576,243724288
03-01-19 16:39,21862756,4459,317825024,190,1179222016,243957760
03-01-19 16:39,21862756,4473,317751296,189,1178697728,243949568
03-01-19 16:39,21862756,4494,317833216,190,1179222016,243990528
03-01-19 16:39,21862756,4474,317599744,187,1171873792,243892224
03-01-19 16:40,21862756,4514,317759488,189,1177911296,243998720
03-01-19 16:40,21862756,4535,317829120,190,1179222016,244015104
03-01-19 16:40,21862756,4545,317829120,190,1179222016,244019200
03-01-19 16:40,21862756,4559,317075456,189,1178697728,243286016
03-01-19 16:40,21862756,4571,317427712,190,1179222016,243568640
03-01-19 16:40,19262116,4205,315281408,191,1181319168,243826688
03-01-19 16:40,19262116,4214,315506688,192,1181843456,244043776
03-01-19 16:40,19262116,4224,315437056,191,1180532736,244027392
03-01-19 16:40,19262116,4234,315437056,191,1180532736,244031488
03-01-19 16:40,19262116,4260,333185024,191,1197842432,261799936
03-01-19 16:40,19262116,4270,333185024,191,1197842432,261832704
03-01-19 16:40,19262116,4284,333111296,190,1197318144,261828608
03-01-19 16:41,19262116,4304,333176832,191,1197842432,261844992
03-01-19 16:41,19262116,4319,332488704,191,1197842432,261140480
03-01-19 16:41,19262116,4329,332775424,191,1197842432,261410816
03-01-19 16:41,19262116,4333,332808192,188,1194696704,261603328
03-01-19 16:41,19262116,4366,315686912,191,1180471296,244465664
03-01-19 16:41,19262116,4380,315613184,190,1179947008,244432896
03-01-19 16:41,19262116,4393,315686912,191,1180471296,244461568
03-01-19 16:41,19262116,4408,315752448,191,1180471296,244531200
03-01-19 16:41,19115256,4207,315756544,191,1180471296,244531200
03-01-19 16:41,19115256,4222,315756544,191,1180471296,244535296
03-01-19 16:41,19115256,4232,315043840,191,1180471296,243814400
03-01-19 16:41,19115256,4247,315256832,191,1180471296,244019200
03-01-19 16:42,19115256,4256,315527168,191,1180471296,244277248
03-01-19 16:42,19115256,4291,330686464,191,1197834240,258801664
03-01-19 16:42,19115256,4298,330694656,191,1197834240,258920448
03-01-19 16:42,19115256,4304,330735616,191,1193639936,258920448
03-01-19 16:42,19115256,4327,330788864,191,1197834240,259039232
03-01-19 16:42,19115256,4341,330944512,191,1197834240,259112960
03-01-19 16:42,19115256,4352,330944512,191,1197834240,259117056
03-01-19 16:42,19115256,4357,331427840,189,1195212800,259567616
03-01-19 16:42,19115256,4377,330780672,191,1197834240,258822144
03-01-19 16:42,19115256,4392,330985472,191,1197834240,259063808
03-01-19 16:42,19115256,4402,331247616,191,1197834240,259334144
03-01-19 16:42,19115256,4417,331419648,191,1197834240,259530752
03-01-19 16:43,19115256,4427,331444224,191,1197834240,259551232
03-01-19 16:43,19115256,4440,331444224,191,1197834240,259555328
03-01-19 16:43,19115256,4464,314863616,190,1179201536,243253248
03-01-19 16:43,19115256,4479,314863616,190,1179201536,243363840
03-01-19 16:43,19115256,4489,314863616,190,1179201536,243359744
03-01-19 16:43,19115256,4511,314929152,191,1180512256,243392512
03-01-19 16:43,19115256,4520,314200064,190,1179987968,242692096
03-01-19 16:43,19115256,4532,314462208,190,1179201536,242995200
03-01-19 16:43,19115256,4541,314650624,189,1178677248,243236864
03-01-19 16:43,19115256,4528,314703872,189,1173688320,243314688
03-01-19 16:43,19115256,4567,315183104,190,1179201536,243625984
03-01-19 16:43,19145460,4219,315183104,190,1179201536,243630080
03-01-19 16:44,19145460,4233,315191296,189,1178677248,243679232
03-01-19 16:44,19145460,4242,315265024,190,1179201536,243712000
03-01-19 16:44,19145460,4247,315117568,188,1176580096,243654656
03-01-19 16:44,19145460,4267,314503168,190,1179201536,242950144
03-01-19 16:44,19145460,4282,314716160,190,1179201536,243134464
03-01-19 16:44,19145460,4292,314945536,190,1179201536,243388416
