(PDH-CSV 4.0) (Eastern Standard Time)(300),\\NCR-R20NI8BA19J\.NET CLR Memory(NCR.APTRA.CnsmrAppReference)\# Bytes in all Heaps,\\NCR-R20NI8BA19J\Process(NCR.APTRA.CnsmrAppReference)\Handle Count,\\NCR-R20NI8BA19J\Process(NCR.APTRA.CnsmrAppReference)\Private Bytes,\\NCR-R20NI8BA19J\Process(NCR.APTRA.CnsmrAppReference)\Thread Count,\\NCR-R20NI8BA19J\Process(NCR.APTRA.CnsmrAppReference)\Virtual Bytes,Sl.No.
09-11-18 57:00,31650360,3944,149721088,203,735326208,1611
09-11-18 02:00,31650360,3944,150069248,203,735326208,1612
09-11-18 07:00,31650360,3944,149700608,203,735326208,1613
09-11-18 12:00,31650360,3943,150052864,202,734277632,1614
09-11-18 17:00,31969756,3979,141275136,204,735186944,1615
09-11-18 22:00,31574932,3997,144285696,211,745279488,1616
09-11-18 27:00,31574932,4023,150192128,213,744960000,1617
09-11-18 32:00,31693548,4018,150179840,212,744697856,1618
09-11-18 37:00,31693548,4016,150032384,205,737357824,1619
09-11-18 42:00,31693548,4017,150032384,205,737357824,1620
09-11-18 47:00,31693548,4022,150052864,206,738406400,1621
09-11-18 52:00,31693548,4020,150032384,205,736571392,1622
09-11-18 57:00,31693548,4020,150040576,205,736571392,1623
09-11-18 02:00,31693548,4020,150016000,204,735522816,1624
09-11-18 07:00,31693548,4007,149983232,204,735514624,1625
09-11-18 12:00,31693548,4025,150040576,205,736571392,1626
09-11-18 17:00,31693548,4023,150024192,204,736309248,1627
09-11-18 22:00,31693548,4024,150167552,204,735522816,1628
09-11-18 27:00,31693548,4026,150126592,202,734212096,1629
09-11-18 32:00,31693548,4026,150130688,202,734212096,1630
09-11-18 37:00,31693548,4027,150163456,204,735522816,1631
09-11-18 42:00,31693548,4022,150151168,203,734474240,1632
09-11-18 47:00,31693548,4029,150183936,205,736571392,1633
09-11-18 52:00,31693548,4030,150188032,205,736571392,1634
09-11-18 57:00,31693548,4029,150175744,204,736309248,1635
09-11-18 02:00,31693548,4024,150155264,203,735260672,1636
09-11-18 07:00,31693548,4029,150175744,204,736309248,1637
09-11-18 12:00,31693548,4029,150175744,204,736309248,1638
09-11-18 17:00,31693548,4029,150183936,204,736309248,1639
09-11-18 22:00,31942032,4024,150179840,204,735522816,1640
09-11-18 27:00,31942032,4029,150200320,205,736571392,1641
09-11-18 32:00,31942032,4029,150200320,205,736571392,1642
09-11-18 37:00,31942032,4029,150208512,205,736571392,1643
09-11-18 42:00,31942032,4020,150151168,202,734212096,1644
09-11-18 47:00,31942032,4023,150159360,203,735260672,1645
09-11-18 52:00,31942032,4023,150147072,202,734212096,1646
09-11-18 57:00,31942032,4023,149774336,202,734212096,1647
09-11-18 02:00,31942032,4018,150130688,201,733163520,1648
09-11-18 07:00,31942032,4025,150151168,202,734212096,1649
09-11-18 12:00,31942032,4026,150175744,203,734539776,1650
09-11-18 17:00,31942032,4025,150159360,202,734277632,1651
09-11-18 22:00,31942032,4023,150142976,201,733229056,1652
09-11-18 27:00,31942032,4028,150159360,202,734277632,1653
09-11-18 32:00,31942032,4029,149811200,202,734277632,1654
09-11-18 37:00,31942032,4028,150167552,202,734277632,1655
09-11-18 42:00,31942032,4024,149770240,201,733229056,1656
09-11-18 47:00,31942032,4028,150200320,204,735588352,1657
09-11-18 52:00,31942032,4028,150188032,203,735326208,1658
09-11-18 57:00,31628084,3971,150192128,203,735326208,1659
09-11-18 02:00,31628084,3966,150171648,202,734277632,1660
09-11-18 07:00,31628084,3972,150233088,205,736636928,1661
09-11-18 12:00,31628084,3971,150216704,204,736374784,1662
09-11-18 17:00,31628084,3973,149868544,204,736374784,1663
09-11-18 22:00,31628084,3972,150220800,204,735588352,1664
09-11-18 27:00,31628084,3976,149942272,204,736374784,1665
09-11-18 32:00,31628084,3977,150241280,205,736636928,1666
09-11-18 37:00,31628084,3976,150224896,204,736374784,1667
09-11-18 42:00,31628084,3971,150208512,203,735326208,1668
09-11-18 47:00,31628084,3976,150228992,204,736374784,1669
09-11-18 52:00,31628084,3976,150220800,203,735326208,1670
09-11-18 57:00,31628084,3978,150220800,203,735326208,1671
09-11-18 02:00,31628084,3973,150065152,202,734277632,1672
09-11-18 07:00,31628084,3979,150220800,203,735326208,1673
09-11-18 12:00,31628084,3978,149946368,203,735326208,1674
09-11-18 17:00,31628084,3978,150228992,203,734539776,1675
09-11-18 22:00,31965208,4014,141389824,203,734662656,1676
09-11-18 27:00,31585884,4056,142213120,212,744042496,1677
09-11-18 32:00,31585884,4055,150282240,211,743649280,1678
09-11-18 37:00,31694340,4051,150282240,211,743649280,1679
09-11-18 42:00,31694340,4049,150130688,204,736309248,1680
09-11-18 47:00,31694340,4054,150163456,206,738406400,1681
09-11-18 52:00,31694340,4054,150163456,206,738406400,1682
09-11-18 57:00,31694340,4052,150163456,206,737619968,1683
09-11-18 02:00,31694340,4052,150142976,205,736571392,1684
09-11-18 07:00,31694340,4057,150159360,206,737619968,1685
09-11-18 12:00,31694340,4057,150159360,206,737619968,1686
09-11-18 17:00,31694340,4057,150147072,205,737357824,1687
09-11-18 22:00,31694340,4052,150126592,204,736309248,1688
09-11-18 27:00,31694340,4058,150118400,204,736309248,1689
09-11-18 32:00,31694340,4058,150118400,204,736309248,1690
09-11-18 37:00,31694340,4058,150122496,204,736309248,1691
09-11-18 42:00,31694340,4053,150102016,203,735260672,1692
09-11-18 47:00,31694340,4059,150134784,205,736571392,1693
09-11-18 52:00,31694340,4059,150118400,204,736309248,1694
09-11-18 57:00,31694340,4059,150138880,205,736571392,1695
09-11-18 02:00,31694340,4053,150102016,203,735260672,1696
09-11-18 07:00,31694340,4058,149770240,204,736309248,1697
09-11-18 12:00,31694340,4058,150118400,204,736309248,1698
09-11-18 17:00,31694340,4058,149749760,204,736309248,1699
09-11-18 22:00,31694340,4051,150118400,204,735522816,1700
09-11-18 27:00,31954220,4051,150065152,202,734212096,1701
09-11-18 32:00,31954220,4051,150069248,202,734212096,1702
09-11-18 37:00,31954220,4051,150093824,203,735260672,1703
09-11-18 42:00,31954220,4047,150093824,203,734474240,1704
09-11-18 47:00,31954220,4053,150093824,203,735260672,1705
09-11-18 52:00,31954220,4054,149749760,203,735260672,1706
09-11-18 57:00,31954220,4054,150102016,203,735260672,1707
09-11-18 02:00,31954220,4049,149807104,202,734212096,1708
09-11-18 07:00,31954220,4055,150118400,204,735522816,1709
09-11-18 12:00,31954220,4054,150110208,203,735326208,1710
09-11-18 17:00,31954220,4054,150114304,203,735326208,1711
09-11-18 22:00,31954220,4049,150097920,202,734277632,1712
09-11-18 27:00,31954220,4057,150118400,203,735326208,1713
09-11-18 32:00,31954220,4057,150114304,203,735326208,1714
09-11-18 37:00,31954220,4057,149987328,203,735326208,1715
09-11-18 42:00,31954220,4052,150102016,202,734277632,1716
09-11-18 47:00,31954220,4054,149843968,203,735326208,1717
09-11-18 52:00,31954220,4055,150138880,204,735588352,1718
09-11-18 57:00,31954220,4054,150126592,203,735326208,1719
09-11-18 02:00,31626936,3987,150147072,203,735326208,1720
09-11-18 07:00,31626936,3992,150171648,204,736374784,1721
09-11-18 12:00,31626936,3989,150138880,203,735326208,1722
09-11-18 17:00,31626936,3972,150138880,203,734531584,1723
09-11-18 22:00,31626936,3984,149991424,202,734277632,1724
09-11-18 27:00,31626936,3975,150142976,203,734531584,1725
09-11-18 32:00,31626936,3992,150110208,203,735326208,1726
09-11-18 37:00,31626936,3993,150163456,204,735588352,1727
09-11-18 42:00,31626936,3987,150130688,202,734277632,1728
09-11-18 47:00,31626936,3992,150151168,203,735326208,1729
09-11-18 52:00,31626936,3992,150138880,202,734277632,1730
09-11-18 57:00,31626936,3989,150122496,201,733229056,1731
09-11-18 02:00,31626936,3987,150122496,201,732442624,1732
09-11-18 07:00,31626936,3974,149987328,201,732434432,1733
09-11-18 12:00,31626936,3992,150147072,202,733491200,1734
09-11-18 17:00,31626936,3991,150110208,202,734277632,1735
09-11-18 22:00,31626936,3988,150126592,201,732442624,1736
09-11-18 27:00,31525896,4056,141443072,208,739119104,1737
09-11-18 32:00,31580016,4076,144138240,213,745877504,1738
09-11-18 37:00,31580016,4077,150310912,214,746008576,1739
09-11-18 42:00,31718868,4074,150310912,214,746008576,1740
09-11-18 47:00,31718868,4077,150155264,207,738668544,1741
09-11-18 52:00,31718868,4059,150102016,206,737611776,1742
09-11-18 57:00,31718868,4071,150122496,205,736571392,1743
09-11-18 02:00,31718868,4071,150089728,203,735260672,1744
09-11-18 07:00,31718868,4075,150114304,204,736309248,1745
09-11-18 12:00,31718868,4075,150114304,204,736309248,1746
09-11-18 17:00,31718868,4074,150118400,204,736309248,1747
09-11-18 22:00,31718868,4070,150114304,204,735522816,1748
09-11-18 27:00,31718868,4076,150134784,205,736571392,1749
09-11-18 32:00,31718868,4078,150134784,205,736571392,1750
09-11-18 37:00,31718868,4074,150114304,204,735522816,1751
09-11-18 42:00,31718868,4068,150077440,202,734212096,1752
09-11-18 47:00,31718868,4075,150102016,203,735260672,1753
09-11-18 52:00,31718868,4075,150089728,202,734212096,1754
09-11-18 57:00,31718868,4075,150089728,202,734212096,1755
09-11-18 02:00,31718868,4070,150073344,201,733163520,1756
09-11-18 07:00,31718868,4076,150110208,203,734474240,1757
09-11-18 12:00,31718868,4076,150114304,203,734474240,1758
09-11-18 17:00,31718868,4076,150114304,203,734474240,1759
09-11-18 22:00,31718868,4071,150093824,202,733425664,1760
09-11-18 27:00,31966316,4073,150114304,203,734474240,1761
09-11-18 32:00,31966316,4071,150077440,201,733163520,1762
09-11-18 37:00,31966316,4071,150081536,201,733163520,1763
09-11-18 42:00,31966316,4066,149688320,200,732114944,1764
09-11-18 47:00,31966316,4069,150077440,201,733163520,1765
09-11-18 52:00,31966316,4069,150073344,201,733163520,1766
09-11-18 57:00,31966316,4070,150093824,202,733425664,1767
09-11-18 02:00,31966316,4064,150056960,200,732114944,1768
09-11-18 07:00,31966316,4070,150102016,202,733425664,1769
09-11-18 12:00,31966316,4071,150085632,201,733163520,1770
09-11-18 17:00,31966316,4071,149737472,201,733163520,1771
09-11-18 22:00,31966316,4066,150073344,200,732180480,1772
09-11-18 27:00,31966316,4073,149737472,202,733491200,1773
09-11-18 32:00,31966316,4074,150114304,202,733491200,1774
09-11-18 37:00,31966316,4074,150097920,201,733229056,1775
09-11-18 42:00,31966316,4069,150081536,200,732180480,1776
09-11-18 47:00,31966316,4074,150118400,202,734277632,1777
09-11-18 52:00,31966316,4075,150134784,203,734539776,1778
09-11-18 57:00,31966316,4074,150118400,202,734277632,1779
09-11-18 02:00,31966316,4069,149749760,201,733229056,1780
09-11-18 07:00,31634956,4010,150147072,203,735326208,1781
09-11-18 12:00,31634956,4010,149868544,203,735326208,1782
09-11-18 17:00,31634956,4011,150167552,204,735588352,1783
09-11-18 22:00,31634956,4006,150130688,202,734277632,1784
09-11-18 27:00,31634956,4012,150171648,204,735588352,1785
09-11-18 32:00,31634956,4013,150155264,203,735326208,1786
09-11-18 37:00,31634956,4013,150159360,203,735326208,1787
09-11-18 42:00,31634956,4008,150138880,202,734277632,1788
09-11-18 47:00,31634956,4011,150028288,203,735326208,1789
09-11-18 52:00,31634956,4013,150163456,203,735326208,1790
09-11-18 57:00,31634956,4013,149884928,203,735326208,1791
09-11-18 02:00,31634956,4009,150163456,203,734539776,1792
09-11-18 07:00,31634956,4015,150167552,203,735326208,1793
09-11-18 12:00,31634956,4015,150171648,203,735326208,1794
09-11-18 17:00,31634956,4015,150171648,203,735326208,1795
09-11-18 22:00,31634956,4010,150155264,202,734277632,1796
09-11-18 27:00,31762720,4079,150126592,200,731385856,1797
09-11-18 32:00,31533560,4117,141258752,205,735973376,1798
09-11-18 37:00,31583000,4092,146571264,211,743780352,1799
09-11-18 42:00,31804252,4089,150323200,212,743911424,1800
09-11-18 47:00,31804252,4090,150323200,212,743911424,1801
09-11-18 52:00,31804252,4087,150175744,205,736571392,1802
09-11-18 57:00,31804252,4092,150196224,206,737619968,1803
09-11-18 02:00,31804252,4088,150155264,204,736309248,1804
09-11-18 07:00,31804252,4088,150155264,204,736309248,1805
09-11-18 12:00,31804252,4088,150130688,203,735260672,1806
09-11-18 17:00,31804252,4092,149778432,204,736309248,1807
09-11-18 22:00,31804252,4092,150151168,204,736309248,1808
09-11-18 27:00,31804252,4093,150155264,204,736309248,1809
09-11-18 32:00,31804252,4091,150151168,204,735522816,1810
09-11-18 37:00,31804252,4094,150126592,203,735260672,1811
09-11-18 42:00,31804252,4095,150142976,204,735522816,1812
09-11-18 47:00,31804252,4094,150130688,203,735260672,1813
09-11-18 52:00,31804252,4089,149757952,202,734212096,1814
09-11-18 57:00,31804252,4094,150130688,203,735260672,1815
10-11-18 02:00,31804252,4094,149753856,203,735260672,1816
10-11-18 07:00,31804252,4092,150142976,204,735522816,1817
10-11-18 12:00,31804252,4089,150106112,202,734212096,1818
10-11-18 17:00,31804252,4094,150130688,203,735260672,1819
10-11-18 22:00,31804252,4094,150130688,203,735260672,1820
10-11-18 27:00,32015392,4092,150147072,204,735522816,1821
10-11-18 32:00,32015392,4089,150126592,203,734474240,1822
10-11-18 37:00,32015392,4091,149757952,202,734212096,1823
10-11-18 42:00,32015392,4091,150106112,202,734212096,1824
10-11-18 47:00,32015392,4091,149835776,202,734212096,1825
10-11-18 52:00,32015392,4087,150081536,201,732377088,1826
10-11-18 57:00,32015392,4091,150089728,201,733163520,1827
10-11-18 02:00,32015392,4091,150089728,201,733163520,1828
10-11-18 07:00,32015392,4091,150093824,201,733163520,1829
10-11-18 12:00,32015392,4086,150073344,200,732114944,1830
10-11-18 17:00,32015392,4091,150093824,201,733163520,1831
10-11-18 22:00,32015392,4091,149970944,201,733229056,1832
10-11-18 27:00,32015392,4091,150102016,201,733229056,1833
10-11-18 32:00,32015392,4089,149819392,201,732442624,1834
10-11-18 37:00,32015392,4095,150122496,202,733491200,1835
10-11-18 42:00,32015392,4094,150110208,201,733229056,1836
10-11-18 47:00,32015392,4094,150122496,202,734277632,1837
10-11-18 52:00,32015392,4089,150106112,201,733229056,1838
10-11-18 57:00,31757036,4036,150147072,203,735326208,1839
10-11-18 02:00,31757036,4019,150147072,203,734531584,1840
10-11-18 07:00,31757036,4036,150020096,203,735326208,1841
10-11-18 12:00,31757036,4014,150126592,202,733483008,1842
10-11-18 17:00,31757036,4036,150118400,203,735326208,1843
10-11-18 22:00,31757036,4037,150171648,204,735588352,1844
10-11-18 27:00,31757036,4036,150159360,203,735326208,1845
10-11-18 32:00,31757036,4034,150151168,203,734539776,1846
10-11-18 37:00,31757036,4039,150163456,203,735326208,1847
10-11-18 42:00,31757036,4039,150163456,203,735326208,1848
10-11-18 47:00,31757036,4040,150183936,204,735588352,1849
10-11-18 52:00,31757036,4017,150011904,202,733483008,1850
10-11-18 57:00,31757036,4042,150188032,204,735588352,1851
10-11-18 02:00,31757036,4041,150134784,203,735326208,1852
10-11-18 07:00,31757036,4042,150188032,204,735588352,1853
10-11-18 12:00,31757036,4036,150151168,202,734277632,1854
10-11-18 17:00,31757036,4041,150175744,203,735326208,1855
10-11-18 22:00,31757036,4041,150179840,203,735326208,1856
10-11-18 27:00,31757036,4041,150179840,203,735326208,1857
10-11-18 32:00,32025532,4058,141402112,200,730730496,1858
10-11-18 37:00,31847716,4076,141496320,206,737742848,1859
10-11-18 42:00,31847716,4115,150650880,214,746205184,1860
10-11-18 47:00,32253284,4110,150904832,213,745811968,1861
10-11-18 52:00,32253284,4108,150786048,207,739520512,1862
10-11-18 57:00,32253284,4113,150728704,205,737423360,1863
10-11-18 02:00,32253284,4113,150732800,205,737423360,1864
10-11-18 07:00,32253284,4108,150712320,204,735588352,1865
10-11-18 12:00,32253284,4107,150695936,203,734539776,1866
10-11-18 17:00,32253284,4112,150716416,204,735588352,1867
10-11-18 22:00,32253284,4094,150663168,203,734531584,1868
10-11-18 27:00,32253284,4112,150720512,204,735588352,1869
10-11-18 32:00,32253284,4107,150679552,202,734277632,1870
10-11-18 37:00,32253284,4116,150724608,204,735588352,1871
10-11-18 42:00,32253284,4112,150663168,201,733229056,1872
10-11-18 47:00,32253284,4113,150687744,202,734277632,1873
10-11-18 52:00,32253284,4108,150683648,202,733491200,1874
10-11-18 57:00,32253284,4113,150708224,203,734539776,1875
10-11-18 02:00,32253284,4113,150708224,203,734539776,1876
10-11-18 07:00,32253284,4113,150712320,203,734539776,1877
10-11-18 12:00,32253284,4110,150675456,201,733229056,1878
10-11-18 17:00,32253284,4115,150695936,202,734277632,1879
10-11-18 22:00,32521880,4112,150700032,202,734277632,1880
10-11-18 27:00,32521880,4109,150675456,201,733229056,1881
10-11-18 32:00,32521880,4104,150663168,200,732180480,1882
10-11-18 37:00,32521880,4113,150695936,202,733491200,1883
10-11-18 42:00,32521880,4113,150700032,202,733491200,1884
10-11-18 47:00,32521880,4113,150704128,202,733491200,1885
10-11-18 52:00,32521880,4108,150687744,201,732442624,1886
10-11-18 57:00,32521880,4109,150667264,200,732180480,1887
10-11-18 02:00,32521880,4109,150663168,200,732180480,1888
10-11-18 07:00,32521880,4109,150671360,200,732180480,1889
10-11-18 12:00,32521880,4104,150650880,199,731131904,1890
10-11-18 17:00,32521880,4109,150691840,201,733229056,1891
10-11-18 22:00,32521880,4112,150708224,202,733491200,1892
10-11-18 27:00,32521880,4112,150716416,202,733556736,1893
10-11-18 32:00,32521880,4107,150695936,201,732508160,1894
10-11-18 37:00,32521880,4117,150736896,203,734605312,1895
10-11-18 42:00,32521880,4116,150720512,202,734343168,1896
10-11-18 47:00,32521880,4116,150372352,202,734343168,1897
10-11-18 52:00,32273980,4053,150720512,202,734343168,1898
10-11-18 57:00,32273980,4058,150372352,203,735391744,1899
10-11-18 02:00,32273980,4040,150724608,202,734334976,1900
10-11-18 07:00,32273980,4058,150745088,203,735391744,1901
10-11-18 12:00,32273980,4054,150749184,203,734605312,1902
10-11-18 17:00,32273980,4058,150753280,203,735391744,1903
10-11-18 22:00,32273980,4059,150773760,204,735653888,1904
10-11-18 27:00,32273980,4058,150757376,203,735391744,1905
10-11-18 32:00,32273980,4053,150388736,202,734343168,1906
10-11-18 37:00,32273980,4062,150777856,204,735653888,1907
10-11-18 42:00,32273980,4061,150482944,203,735391744,1908
10-11-18 47:00,32273980,4057,150781952,204,735653888,1909
10-11-18 52:00,32273980,4053,150740992,202,734343168,1910
10-11-18 57:00,32273980,4060,150769664,203,735391744,1911
10-11-18 02:00,32273980,4060,150769664,203,735391744,1912
10-11-18 07:00,32273980,4060,150773760,203,735391744,1913
10-11-18 12:00,32273980,4055,150753280,202,734343168,1914
10-11-18 17:00,32273980,4060,150425600,203,735391744,1915
10-11-18 22:00,32273980,4060,150777856,203,735391744,1916
10-11-18 27:00,32273980,4060,150499328,203,735391744,1917
10-11-18 32:00,32273980,4055,150761472,202,733556736,1918
10-11-18 37:00,32909276,4081,141959168,204,734990336,1919
10-11-18 42:00,32400600,4146,143081472,215,747253760,1920
10-11-18 47:00,32400600,4146,151150592,214,746860544,1921
10-11-18 52:00,32400600,4146,151543808,214,746860544,1922
10-11-18 57:00,32400600,4144,151379968,206,738471936,1923
10-11-18 02:00,32793912,4141,151384064,206,738471936,1924
10-11-18 07:00,32793912,4146,151400448,207,739520512,1925
10-11-18 12:00,32793912,4141,151375872,206,737685504,1926
10-11-18 17:00,32793912,4140,151379968,206,737685504,1927
10-11-18 22:00,32793912,4140,151355392,205,736636928,1928
10-11-18 27:00,32793912,4145,151371776,206,737685504,1929
10-11-18 32:00,32793912,4145,151355392,205,737423360,1930
10-11-18 37:00,32793912,4145,151359488,205,737423360,1931
10-11-18 42:00,32793912,4141,151310336,203,734539776,1932
10-11-18 47:00,32793912,4142,151289856,202,734277632,1933
10-11-18 52:00,32793912,4142,151273472,201,733229056,1934
10-11-18 57:00,32793912,4143,151289856,202,733491200,1935
10-11-18 02:00,32793912,4138,151269376,201,732442624,1936
10-11-18 07:00,32793912,4142,151273472,201,733229056,1937
10-11-18 12:00,32793912,4143,151289856,202,733491200,1938
10-11-18 17:00,32793912,4142,151293952,202,734277632,1939
10-11-18 22:00,32793912,4139,151273472,201,733229056,1940
10-11-18 27:00,32793912,4144,151289856,202,734277632,1941
10-11-18 32:00,32793912,4144,150921216,202,734277632,1942
10-11-18 37:00,32793912,4144,151293952,202,734277632,1943
10-11-18 42:00,33018808,4137,151269376,201,733229056,1944
10-11-18 47:00,33018808,4142,151310336,203,735326208,1945
10-11-18 52:00,33018808,4142,151310336,203,735326208,1946
10-11-18 57:00,33018808,4143,151326720,204,735588352,1947
10-11-18 02:00,33018808,4137,151289856,202,734277632,1948
10-11-18 07:00,33018808,4142,150962176,203,735326208,1949
10-11-18 12:00,33018808,4142,151314432,203,735326208,1950
10-11-18 17:00,33018808,4142,151035904,203,735326208,1951
10-11-18 22:00,33018808,4134,151289856,202,733491200,1952
10-11-18 27:00,33018808,4136,151273472,201,733229056,1953
10-11-18 32:00,33018808,4136,151277568,201,733229056,1954
10-11-18 37:00,33018808,4136,151277568,201,733229056,1955
10-11-18 42:00,33018808,4135,151298048,202,733556736,1956
10-11-18 47:00,33018808,4139,151302144,202,734343168,1957
10-11-18 52:00,33018808,4139,150953984,202,734343168,1958
10-11-18 57:00,33018808,4140,151306240,202,734343168,1959
08-11-18 02:00,33018808,4135,151003136,201,733294592,1960
08-11-18 07:00,33018808,4140,151322624,203,734605312,1961
08-11-18 12:00,33018808,4139,151310336,202,734343168,1962
08-11-18 17:00,33018808,4139,151314432,202,734343168,1963
08-11-18 22:00,33018808,4134,151293952,201,733294592,1964
08-11-18 27:00,33018808,4140,151318528,202,734343168,1965
08-11-18 32:00,33018808,4139,151318528,202,734343168,1966
08-11-18 37:00,32830260,4075,151207936,203,735391744,1967
08-11-18 42:00,32830260,4074,151322624,202,734343168,1968
08-11-18 47:00,32830260,4079,151064576,203,735391744,1969
08-11-18 52:00,32830260,4079,151363584,204,735653888,1970
08-11-18 57:00,32830260,4078,151347200,203,735391744,1971
08-11-18 02:00,32830260,4073,151330816,202,734343168,1972
08-11-18 07:00,32830260,4078,151351296,203,735391744,1973
08-11-18 12:00,32830260,4078,151355392,203,735391744,1974
08-11-18 17:00,32830260,4076,151277568,204,735653888,1975
08-11-18 22:00,32830260,4073,151203840,202,734343168,1976
08-11-18 27:00,32830260,4061,151351296,203,734597120,1977
08-11-18 32:00,32830260,4078,151322624,203,735391744,1978
08-11-18 37:00,32830260,4080,151359488,203,734605312,1979
08-11-18 42:00,33280236,4112,142667776,204,734990336,1980
08-11-18 47:00,32889644,4157,145457152,213,745943040,1981
08-11-18 52:00,32889644,4157,151609344,213,745811968,1982
08-11-18 57:00,33391092,4153,151654400,213,745811968,1983
08-11-18 02:00,33391092,4151,151838720,205,737423360,1984
08-11-18 07:00,33391092,4156,151576576,206,738471936,1985
08-11-18 12:00,33391092,4157,151875584,207,738734080,1986
08-11-18 17:00,33391092,4149,151822336,204,736374784,1987
08-11-18 22:00,33391092,4149,151801856,203,735326208,1988
08-11-18 27:00,33391092,4154,151822336,204,736374784,1989
08-11-18 32:00,33391092,4154,151826432,204,736374784,1990
08-11-18 37:00,33391092,4155,151826432,204,736374784,1991
08-11-18 42:00,33391092,4149,151457792,203,735326208,1992
08-11-18 47:00,33391092,4157,151810048,203,735326208,1993
08-11-18 52:00,33391092,4157,151511040,202,734277632,1994
08-11-18 57:00,33391092,4158,151814144,203,734539776,1995
08-11-18 02:00,33391092,4152,151773184,201,733229056,1996
08-11-18 07:00,33391092,4157,151801856,202,734277632,1997
08-11-18 12:00,33391092,4157,151801856,202,734277632,1998
08-11-18 17:00,33391092,4157,151805952,202,734277632,1999
08-11-18 22:00,33391092,4136,151777280,201,732434432,2000
08-11-18 27:00,33391092,4158,151674880,202,734277632,2001
08-11-18 32:00,33391092,4141,151801856,202,733483008,2002
08-11-18 37:00,33391092,4158,151773184,202,734277632,2003
08-11-18 42:00,33592420,4151,151805952,202,733491200,2004
08-11-18 47:00,33592420,4158,151801856,202,734277632,2005
08-11-18 52:00,33592420,4158,151805952,202,734277632,2006
08-11-18 57:00,33592420,4158,151810048,202,734277632,2007
08-11-18 02:00,33592420,4153,151789568,201,733229056,2008
08-11-18 07:00,33592420,4156,151805952,202,733491200,2009
08-11-18 12:00,33592420,4137,151638016,200,732172288,2010
08-11-18 17:00,33592420,4155,151810048,202,733491200,2011
08-11-18 22:00,33592420,4150,151736320,200,732180480,2012
08-11-18 27:00,33592420,4155,151801856,201,733229056,2013
08-11-18 32:00,33592420,4155,151801856,201,733229056,2014
08-11-18 37:00,33592420,4155,151810048,201,733294592,2015
08-11-18 42:00,33592420,4150,151785472,200,732246016,2016
08-11-18 47:00,33592420,4158,151814144,201,733294592,2017
08-11-18 52:00,33592420,4159,151830528,202,733556736,2018
08-11-18 57:00,33592420,4158,151834624,202,733556736,2019
08-11-18 02:00,33592420,4154,151867392,201,732508160,2020
08-11-18 07:00,33592420,4141,151764992,201,732499968,2021
08-11-18 12:00,33592420,4159,151896064,202,733556736,2022
08-11-18 17:00,33323572,4101,151900160,202,734343168,2023
08-11-18 22:00,33323572,4096,151887872,201,733294592,2024
08-11-18 27:00,33323572,4101,151904256,202,734343168,2025
08-11-18 32:00,33323572,4101,151908352,202,734343168,2026
08-11-18 37:00,33323572,4102,151924736,203,734605312,2027
08-11-18 42:00,33323572,4097,151904256,202,733556736,2028
08-11-18 47:00,33323572,4105,151928832,203,734605312,2029
08-11-18 52:00,33323572,4102,151904256,202,733556736,2030
08-11-18 57:00,33323572,4101,151887872,201,733294592,2031
08-11-18 02:00,33323572,4096,151867392,200,732246016,2032
08-11-18 07:00,33323572,4101,151912448,202,734343168,2033
08-11-18 12:00,33323572,4101,151535616,202,734343168,2034
08-11-18 17:00,33323572,4105,151916544,202,734343168,2035
08-11-18 22:00,33323572,4101,151912448,202,733556736,2036
08-11-18 27:00,33323572,4106,151937024,203,734605312,2037
08-11-18 32:00,33323572,4106,151937024,203,734605312,2038
08-11-18 37:00,33323572,4106,151941120,203,734605312,2039
08-11-18 42:00,33323572,4099,151887872,200,732246016,2040
08-11-18 47:00,33361272,4232,143282176,204,734990336,2041
08-11-18 52:00,33416596,4182,146001920,210,742797312,2042
08-11-18 57:00,33809480,4179,152436736,211,742928384,2043
08-11-18 02:00,33809480,4176,152522752,209,740831232,2044
08-11-18 07:00,33809480,4182,152432640,205,736636928,2045
08-11-18 12:00,33809480,4175,152326144,205,736628736,2046
08-11-18 17:00,33809480,4178,152416256,204,735588352,2047
08-11-18 22:00,33809480,4177,152375296,202,734277632,2048
08-11-18 27:00,33809480,4182,152399872,203,735326208,2049
08-11-18 32:00,33809480,4182,152399872,203,735326208,2050
08-11-18 37:00,33809480,4182,152403968,203,735326208,2051
08-11-18 42:00,33809480,4179,152399872,203,734539776,2052
08-11-18 47:00,33809480,4186,152424448,204,735588352,2053
08-11-18 52:00,33809480,4188,152424448,204,735588352,2054
08-11-18 57:00,33809480,4185,152403968,203,734539776,2055
08-11-18 02:00,33809480,4181,152379392,202,733491200,2056
08-11-18 07:00,33809480,4185,152387584,202,734277632,2057
08-11-18 12:00,33809480,4185,152391680,202,734277632,2058
08-11-18 17:00,33809480,4185,152014848,202,734277632,2059
08-11-18 22:00,33809480,4180,152375296,201,733229056,2060
08-11-18 27:00,34086980,4183,152412160,203,734539776,2061
08-11-18 32:00,34086980,4183,152416256,203,734539776,2062
08-11-18 37:00,34086980,4183,152416256,203,734539776,2063
08-11-18 42:00,34086980,4178,152399872,202,733491200,2064
08-11-18 47:00,34086980,4180,152379392,201,733229056,2065
08-11-18 52:00,34086980,4179,152002560,200,732180480,2066
08-11-18 57:00,34086980,4179,152354816,200,732180480,2067
