(PDH-CSV 4.0) (Eastern Standard Time)(300),\\NCR-R20NI8BA19J\.NET CLR Memory(NCR.APTRA.CnsmrAppReference)\# Bytes in all Heaps,\\NCR-R20NI8BA19J\Process(NCR.APTRA.CnsmrAppReference)\Handle Count,\\NCR-R20NI8BA19J\Process(NCR.APTRA.CnsmrAppReference)\Private Bytes,\\NCR-R20NI8BA19J\Process(NCR.APTRA.CnsmrAppReference)\Thread Count,\\NCR-R20NI8BA19J\Process(NCR.APTRA.CnsmrAppReference)\Virtual Bytes,Sl.No.
08-11-18 47:00,32667080,4242,153067520,206,742010880,6373
08-11-18 52:00,32667080,4241,153055232,205,741748736,6374
08-11-18 57:00,32667080,4241,153071616,206,742010880,6375
08-11-18 02:00,32667080,4236,153038848,204,740700160,6376
08-11-18 07:00,32667080,4242,152838144,206,742010880,6377
08-11-18 12:00,32667080,4241,153063424,205,741748736,6378
08-11-18 17:00,32667080,4242,153079808,206,742010880,6379
08-11-18 22:00,32667080,4239,153059328,205,740962304,6380
08-11-18 27:00,32667080,4245,153083904,206,742010880,6381
08-11-18 32:00,32667080,4244,153067520,205,741748736,6382
08-11-18 37:00,32667080,4244,153071616,205,741748736,6383
08-11-18 42:00,32667080,4240,153071616,205,740962304,6384
08-11-18 47:00,32667080,4243,153083904,206,742010880,6385
08-11-18 52:00,32667080,4242,153067520,205,741748736,6386
08-11-18 57:00,32639092,4237,153067520,205,741748736,6387
08-11-18 02:00,32639092,4232,153047040,204,740700160,6388
08-11-18 07:00,32639092,4240,153083904,206,742010880,6389
08-11-18 12:00,32639092,4240,153067520,205,741748736,6390
08-11-18 17:00,32639092,4240,153067520,205,741748736,6391
08-11-18 22:00,32639092,4238,153067520,205,740962304,6392
08-11-18 27:00,32639092,4244,153083904,206,742010880,6393
08-11-18 32:00,32639092,4243,153067520,205,741748736,6394
08-11-18 37:00,32639092,4243,153071616,205,741748736,6395
08-11-18 42:00,32639092,4238,153055232,204,740700160,6396
08-11-18 47:00,32639092,4241,153071616,205,740962304,6397
08-11-18 52:00,32639092,4223,153051136,204,739905536,6398
08-11-18 57:00,32639092,4240,153059328,204,740700160,6399
08-11-18 02:00,32639092,4218,153034752,203,738856960,6400
08-11-18 07:00,32639092,4241,153075712,205,740962304,6401
08-11-18 12:00,32639092,4241,153083904,205,741027840,6402
08-11-18 17:00,32639092,4240,153067520,204,740765696,6403
08-11-18 22:00,32639092,4238,153067520,204,739979264,6404
08-11-18 27:00,32632712,4238,153141248,205,741027840,6405
08-11-18 32:00,32632712,4237,153128960,204,740765696,6406
08-11-18 37:00,32632712,4238,153145344,205,741027840,6407
08-11-18 42:00,32632712,4215,153112576,203,738922496,6408
08-11-18 47:00,32632712,4235,153149440,205,741027840,6409
08-11-18 52:00,32632712,4234,153133056,204,740765696,6410
08-11-18 57:00,32632712,4235,153157632,205,741027840,6411
08-11-18 02:00,32632712,4229,153124864,203,739717120,6412
08-11-18 07:00,32632712,4235,153165824,205,741027840,6413
08-11-18 12:00,32632712,4234,153149440,204,740765696,6414
08-11-18 17:00,32632712,4236,153149440,204,740765696,6415
08-11-18 22:00,32710232,4267,144314368,206,741347328,6416
08-11-18 27:00,32585264,4305,145219584,213,749473792,6417
08-11-18 32:00,32585264,4327,153350144,215,751448064,6418
08-11-18 37:00,32585264,4326,153329664,214,751185920,6419
08-11-18 42:00,32585264,4324,153268224,211,748040192,6420
08-11-18 47:00,32585264,4331,153223168,209,745156608,6421
08-11-18 52:00,32585264,4329,153190400,207,743845888,6422
08-11-18 57:00,32585264,4324,153161728,206,742010880,6423
08-11-18 02:00,32591204,4311,153141248,205,740962304,6424
08-11-18 07:00,32591204,4316,153161728,206,742010880,6425
08-11-18 12:00,32591204,4315,153161728,206,742010880,6426
08-11-18 17:00,32591204,4314,153145344,205,741748736,6427
08-11-18 22:00,32591204,4313,153124864,204,740700160,6428
08-11-18 27:00,32591204,4322,153161728,206,742010880,6429
08-11-18 32:00,32591204,4319,153120768,204,740700160,6430
08-11-18 37:00,32591204,4320,153120768,204,740700160,6431
08-11-18 42:00,32591204,4316,153120768,204,739913728,6432
08-11-18 47:00,32591204,4321,153038848,205,740962304,6433
08-11-18 52:00,32591204,4321,153141248,205,740962304,6434
08-11-18 57:00,32591204,4321,153141248,205,740962304,6435
08-11-18 02:00,32591204,4315,153108480,203,739651584,6436
08-11-18 07:00,32591204,4321,153145344,205,740962304,6437
08-11-18 12:00,32591204,4320,153128960,204,740700160,6438
08-11-18 17:00,32591204,4320,153190400,204,740700160,6439
08-11-18 22:00,32591204,4315,153169920,203,739651584,6440
08-11-18 27:00,32591204,4324,153206784,205,740962304,6441
08-11-18 32:00,32629344,4315,152948736,204,739913728,6442
08-11-18 37:00,32629344,4317,153198592,205,740962304,6443
08-11-18 42:00,32629344,4312,153182208,204,739913728,6444
08-11-18 47:00,32629344,4317,153198592,205,740962304,6445
08-11-18 52:00,32629344,4313,153161728,203,739651584,6446
08-11-18 57:00,32629344,4313,153161728,203,739651584,6447
08-11-18 02:00,32629344,4308,153141248,202,738603008,6448
08-11-18 07:00,32629344,4314,153178112,204,739913728,6449
08-11-18 12:00,32629344,4313,153165824,203,739651584,6450
08-11-18 17:00,32629344,4314,153182208,204,739913728,6451
08-11-18 22:00,32629344,4308,152899584,202,738603008,6452
08-11-18 27:00,32629344,4317,152940544,204,739913728,6453
08-11-18 32:00,32629344,4316,152924160,203,739651584,6454
08-11-18 37:00,32629344,4316,153174016,203,739651584,6455
08-11-18 42:00,32629344,4311,153153536,202,738603008,6456
08-11-18 47:00,32629344,4314,153206784,205,741027840,6457
08-11-18 52:00,32629344,4311,153206784,205,741027840,6458
08-11-18 57:00,32629344,4313,153198592,204,740765696,6459
08-11-18 02:00,32629344,4308,152928256,203,739717120,6460
08-11-18 07:00,32629344,4314,153219072,205,741027840,6461
08-11-18 12:00,32629344,4316,153219072,205,741027840,6462
08-11-18 17:00,32629344,4316,153202688,204,740765696,6463
08-11-18 22:00,32629344,4310,153186304,203,739717120,6464
08-11-18 27:00,32734068,4315,153219072,205,741027840,6465
08-11-18 32:00,32734068,4314,153206784,204,740765696,6466
08-11-18 37:00,32734068,4315,153227264,205,741027840,6467
08-11-18 42:00,32734068,4310,153194496,203,739717120,6468
08-11-18 47:00,32734068,4316,153231360,205,741027840,6469
08-11-18 52:00,32734068,4316,152846336,203,739717120,6470
08-11-18 57:00,32734068,4313,152842240,202,738668544,6471
08-11-18 02:00,32734068,4308,152915968,201,737619968,6472
08-11-18 07:00,32734068,4314,153198592,203,738930688,6473
08-11-18 12:00,32734068,4313,153182208,202,738668544,6474
08-11-18 17:00,32734068,4313,153206784,203,739717120,6475
08-11-18 22:00,32734068,4310,153190400,202,737882112,6476
08-11-18 27:00,32719860,4336,144359424,203,738267136,6477
08-11-18 32:00,32586580,4391,147234816,212,749285376,6478
08-11-18 37:00,32586580,4391,153387008,212,749154304,6479
08-11-18 42:00,32782464,4385,153112576,212,749154304,6480
08-11-18 47:00,32782464,4383,153014272,206,742862848,6481
08-11-18 52:00,32782464,4384,153010176,206,742862848,6482
08-11-18 57:00,32782464,4389,153051136,208,744173568,6483
08-11-18 02:00,32782464,4386,153014272,206,742862848,6484
08-11-18 07:00,32782464,4385,153018368,206,742862848,6485
08-11-18 12:00,32782464,4385,153243648,205,741814272,6486
08-11-18 17:00,32782464,4390,153284608,207,743124992,6487
08-11-18 22:00,32782464,4372,153264128,206,742068224,6488
08-11-18 27:00,32782464,4391,153268224,206,742862848,6489
08-11-18 32:00,32782464,4380,152862720,204,739971072,6490
08-11-18 37:00,32782464,4395,153272320,206,742076416,6491
08-11-18 42:00,32782464,4395,153276416,206,742076416,6492
08-11-18 47:00,32782464,4394,153260032,205,741814272,6493
08-11-18 52:00,32782464,4389,153239552,204,740765696,6494
08-11-18 57:00,32782464,4395,153272320,206,742076416,6495
08-11-18 02:00,32782464,4394,153260032,205,741814272,6496
08-11-18 07:00,32782464,4395,153276416,206,742076416,6497
08-11-18 12:00,32782464,4383,153255936,205,741019648,6498
08-11-18 17:00,32782464,4395,153280512,206,742076416,6499
08-11-18 22:00,32782464,4394,153264128,205,741814272,6500
08-11-18 27:00,32782464,4395,153284608,206,742076416,6501
08-11-18 32:00,32914600,4388,153030656,204,740765696,6502
08-11-18 37:00,32914600,4394,153169920,206,742076416,6503
08-11-18 42:00,32914600,4393,153325568,205,741814272,6504
08-11-18 47:00,32914600,4391,153321472,205,741814272,6505
08-11-18 52:00,32914600,4387,153300992,204,739979264,6506
08-11-18 57:00,32914600,4387,153300992,204,739979264,6507
08-11-18 02:00,32914600,4389,153354240,204,739979264,6508
08-11-18 07:00,32914600,4371,153337856,203,738922496,6509
08-11-18 12:00,32914600,4386,153341952,203,738930688,6510
08-11-18 17:00,32914600,4391,153362432,204,739979264,6511
08-11-18 22:00,32914600,4390,153350144,203,739717120,6512
08-11-18 27:00,32914600,4390,153350144,203,739717120,6513
08-11-18 32:00,32914600,4388,153341952,202,738734080,6514
08-11-18 37:00,32914600,4394,153374720,204,740044800,6515
08-11-18 42:00,32914600,4394,153378816,204,740044800,6516
08-11-18 47:00,32914600,4394,153382912,204,740044800,6517
08-11-18 52:00,32914600,4388,153370624,203,738996224,6518
08-11-18 57:00,32914600,4391,153362432,203,738996224,6519
08-11-18 02:00,32914600,4390,153075712,202,738734080,6520
08-11-18 07:00,32914600,4390,153096192,202,738734080,6521
08-11-18 12:00,32779332,4380,153325568,201,737685504,6522
08-11-18 17:00,32779332,4388,153382912,204,740044800,6523
08-11-18 22:00,32779332,4388,153382912,204,740044800,6524
08-11-18 27:00,32779332,4388,153387008,204,740044800,6525
08-11-18 32:00,32779332,4386,153370624,203,738996224,6526
08-11-18 37:00,32779332,4391,153391104,204,740044800,6527
08-11-18 42:00,32779332,4390,153374720,203,739782656,6528
08-11-18 47:00,32779332,4390,153116672,203,739782656,6529
08-11-18 52:00,32779332,4385,153120768,202,738734080,6530
08-11-18 57:00,32779332,4391,153399296,204,740044800,6531
08-11-18 02:00,32779332,4390,153387008,203,739782656,6532
08-11-18 07:00,32779332,4391,153403392,204,740044800,6533
08-11-18 12:00,32779332,4386,153387008,203,738996224,6534
08-11-18 17:00,32779332,4391,153403392,204,740044800,6535
08-11-18 22:00,32779332,4391,153407488,204,740044800,6536
08-11-18 27:00,32779332,4389,153374720,202,738734080,6537
08-11-18 32:00,32780388,4434,144543744,207,742461440,6538
08-11-18 37:00,32848252,4471,147386368,213,749547520,6539
08-11-18 42:00,32848252,4470,153522176,212,749154304,6540
08-11-18 47:00,32848252,4468,153866240,210,747057152,6541
08-11-18 52:00,32848252,4468,153780224,206,742862848,6542
08-11-18 57:00,32848252,4474,154066944,208,744173568,6543
08-11-18 02:00,32848252,4471,154046464,207,743124992,6544
08-11-18 07:00,32848252,4470,154030080,206,742862848,6545
08-11-18 12:00,33247764,4441,154009600,205,741814272,6546
08-11-18 17:00,33247764,4446,154046464,207,743124992,6547
08-11-18 22:00,33247764,4445,154030080,206,742862848,6548
08-11-18 27:00,33247764,4446,154030080,206,742862848,6549
08-11-18 32:00,33247764,4445,154021888,206,742076416,6550
08-11-18 37:00,33247764,4450,154017792,206,742076416,6551
08-11-18 42:00,33247764,4447,153448448,204,740765696,6552
08-11-18 47:00,33247764,4448,153493504,206,742076416,6553
08-11-18 52:00,33247764,4442,153567232,203,739717120,6554
08-11-18 57:00,33247764,4448,153604096,205,741027840,6555
08-11-18 02:00,33247764,4447,153731072,204,740765696,6556
08-11-18 07:00,33247764,4447,153731072,204,740765696,6557
08-11-18 12:00,33247764,4427,153706496,203,738922496,6558
08-11-18 17:00,33247764,4450,153743360,205,741027840,6559
08-11-18 22:00,33247764,4432,153554944,204,739971072,6560
08-11-18 27:00,33247764,4449,153583616,204,740765696,6561
08-11-18 32:00,33247764,4446,153579520,204,739979264,6562
08-11-18 37:00,33247764,4453,153600000,205,741027840,6563
08-11-18 42:00,33285388,4446,153583616,204,740765696,6564
08-11-18 47:00,33285388,4446,153600000,205,741814272,6565
08-11-18 52:00,33285388,4441,153583616,204,740765696,6566
08-11-18 57:00,33285388,4444,153591808,205,741027840,6567
09-11-18 02:00,33285388,4423,153550848,203,738922496,6568
09-11-18 07:00,33285388,4441,153522176,204,739979264,6569
09-11-18 12:00,33285388,4435,153489408,202,738668544,6570
09-11-18 17:00,33285388,4443,153538560,205,741027840,6571
09-11-18 22:00,33285388,4442,153714688,204,740765696,6572
09-11-18 27:00,33285388,4442,153722880,204,740765696,6573
09-11-18 32:00,33285388,4439,153726976,204,739979264,6574
09-11-18 37:00,33285388,4446,153743360,205,741027840,6575
09-11-18 42:00,33285388,4446,153743360,205,741027840,6576
09-11-18 47:00,33285388,4446,153751552,205,741027840,6577
09-11-18 52:00,33285388,4441,153960448,203,738930688,6578
09-11-18 57:00,33285388,4428,153964544,203,738988032,6579
09-11-18 02:00,33285388,4446,153985024,204,740044800,6580
09-11-18 07:00,33285388,4445,153968640,203,739782656,6581
09-11-18 12:00,33285388,4440,153952256,202,738734080,6582
09-11-18 17:00,33285388,4446,153985024,204,740044800,6583
09-11-18 22:00,33285388,4445,153972736,203,739782656,6584
09-11-18 27:00,33285388,4444,153976832,203,738996224,6585
09-11-18 32:00,33447328,4436,153550848,203,738996224,6586
09-11-18 37:00,33447328,4445,153882624,204,740044800,6587
09-11-18 42:00,33447328,4445,153886720,204,740044800,6588
09-11-18 47:00,33447328,4444,153890816,204,740831232,6589
09-11-18 52:00,33447328,4439,153870336,203,739782656,6590
09-11-18 57:00,33447328,4445,153907200,205,741093376,6591
09-11-18 02:00,33447328,4444,153890816,204,740831232,6592
09-11-18 07:00,33447328,4445,153894912,204,740831232,6593
09-11-18 12:00,33447328,4440,153890816,204,740044800,6594
09-11-18 17:00,33447328,4445,153911296,205,741093376,6595
09-11-18 22:00,33447328,4445,153911296,205,741093376,6596
09-11-18 27:00,33447328,4445,153919488,205,741093376,6597
09-11-18 32:00,33394788,4506,154214400,205,741355520,6598
09-11-18 37:00,33303924,4578,145395712,206,742199296,6599
09-11-18 42:00,33361396,4520,154693632,214,750661632,6600
09-11-18 47:00,33361396,4520,154963968,214,751316992,6601
09-11-18 52:00,33361396,4518,154902528,211,748171264,6602
09-11-18 57:00,33361396,4524,154824704,209,745287680,6603
09-11-18 02:00,33361396,4524,154841088,209,745287680,6604
09-11-18 07:00,33361396,4520,154800128,207,743976960,6605
09-11-18 12:00,33361396,4520,154902528,206,742928384,6606
09-11-18 17:00,33361396,4525,154947584,208,744239104,6607
09-11-18 22:00,33776816,4500,154517504,207,743976960,6608
09-11-18 27:00,33776816,4501,153960448,208,744239104,6609
09-11-18 32:00,33776816,4497,154259456,206,742928384,6610
09-11-18 37:00,33776816,4506,154300416,208,744239104,6611
09-11-18 42:00,33776816,4504,154509312,206,742928384,6612
09-11-18 47:00,33776816,4502,154501120,206,742928384,6613
09-11-18 52:00,33776816,4491,154443776,203,738988032,6614
09-11-18 57:00,33776816,4503,154484736,205,741093376,6615
09-11-18 02:00,33776816,4502,154542080,204,740831232,6616
09-11-18 07:00,33776816,4502,154542080,204,740831232,6617
09-11-18 12:00,33776816,4498,154537984,204,740044800,6618
09-11-18 17:00,33776816,4505,154558464,205,741093376,6619
09-11-18 22:00,33776816,4504,154546176,204,740831232,6620
09-11-18 27:00,33776816,4504,154546176,204,740831232,6621
09-11-18 32:00,33776816,4499,154529792,203,739782656,6622
09-11-18 37:00,33776816,4506,154562560,205,741093376,6623
09-11-18 42:00,33776816,4507,154546176,204,740831232,6624
09-11-18 47:00,33776816,4490,154144768,205,741085184,6625
09-11-18 52:00,33776816,4503,154279936,204,740831232,6626
09-11-18 57:00,33809496,4499,154312704,205,741093376,6627
09-11-18 02:00,33809496,4496,154275840,203,739782656,6628
09-11-18 07:00,33809496,4495,154275840,203,739782656,6629
09-11-18 12:00,33809496,4490,154505216,202,738734080,6630
09-11-18 17:00,33809496,4496,154554368,205,741093376,6631
09-11-18 22:00,33809496,4498,154554368,205,741093376,6632
09-11-18 27:00,33809496,4480,154533888,204,740036608,6633
09-11-18 32:00,33809496,4493,154537984,204,740044800,6634
09-11-18 37:00,33809496,4500,154554368,205,741093376,6635
09-11-18 42:00,33809496,4501,154054656,205,741093376,6636
09-11-18 47:00,33809496,4500,154427392,204,740831232,6637
09-11-18 52:00,33809496,4495,154394624,202,738734080,6638
09-11-18 57:00,33809496,4501,154542080,204,740044800,6639
09-11-18 02:00,33809496,4500,154529792,203,739782656,6640
09-11-18 07:00,33809496,4501,154546176,204,740044800,6641
09-11-18 12:00,33809496,4496,154537984,203,739061760,6642
09-11-18 17:00,33809496,4501,154554368,204,740110336,6643
09-11-18 22:00,33809496,4498,154558464,204,740110336,6644
09-11-18 27:00,33809496,4501,154562560,204,740110336,6645
09-11-18 32:00,33809496,4495,154529792,202,738799616,6646
09-11-18 37:00,33833548,4499,154570752,204,740110336,6647
09-11-18 42:00,33833548,4499,154554368,203,739848192,6648
09-11-18 47:00,33833548,4497,154562560,203,739848192,6649
09-11-18 52:00,33833548,4493,154558464,203,739061760,6650
09-11-18 57:00,33833548,4500,154263552,204,740110336,6651
09-11-18 02:00,33833548,4500,154464256,204,740110336,6652
09-11-18 07:00,33833548,4500,154468352,204,740110336,6653
09-11-18 12:00,33833548,4494,154435584,202,738799616,6654
09-11-18 17:00,33833548,4500,154583040,204,740110336,6655
09-11-18 22:00,33833548,4499,154570752,203,739848192,6656
09-11-18 27:00,33833548,4499,154574848,203,739848192,6657
09-11-18 32:00,33833548,4495,154558464,202,738799616,6658
09-11-18 37:00,33857872,4511,145784832,201,736235520,6659
09-11-18 42:00,33897744,4551,146735104,211,747507712,6660
09-11-18 47:00,33897744,4574,154877952,214,750530560,6661
09-11-18 52:00,33897744,4573,155258880,213,750268416,6662
09-11-18 57:00,34268112,4567,155226112,211,748171264,6663
09-11-18 02:00,34268112,4565,155144192,207,743976960,6664
09-11-18 07:00,34268112,4571,155185152,209,745287680,6665
09-11-18 12:00,34268112,4565,155140096,207,743190528,6666
09-11-18 17:00,34268112,4564,155144192,207,743190528,6667
09-11-18 22:00,34268112,4564,155123712,206,742141952,6668
09-11-18 27:00,34268112,4568,155148288,207,743190528,6669
09-11-18 32:00,34268112,4569,155148288,207,743190528,6670
09-11-18 37:00,34268112,4571,155131904,206,742928384,6671
09-11-18 42:00,34268112,4570,154849280,206,742141952,6672
09-11-18 47:00,34268112,4573,154955776,205,741093376,6673
09-11-18 52:00,34268112,4573,154918912,203,739782656,6674
09-11-18 57:00,34268112,4573,154935296,204,740044800,6675
09-11-18 02:00,34268112,4568,154583040,203,738996224,6676
09-11-18 07:00,34268112,4573,154939392,204,740044800,6677
09-11-18 12:00,34268112,4573,154943488,204,740044800,6678
09-11-18 17:00,34268112,4572,154943488,204,740831232,6679
09-11-18 22:00,34268112,4569,154923008,203,739782656,6680
09-11-18 27:00,34268112,4575,154963968,205,741093376,6681
09-11-18 32:00,34268112,4574,155103232,204,740831232,6682
09-11-18 37:00,34268112,4574,155107328,204,740831232,6683
09-11-18 42:00,34360452,4569,155103232,204,740044800,6684
09-11-18 47:00,34360452,4575,154615808,205,741093376,6685
09-11-18 52:00,34360452,4574,154931200,205,741093376,6686
09-11-18 57:00,34360452,4574,154935296,205,741093376,6687
09-11-18 02:00,34360452,4568,154898432,203,739782656,6688
09-11-18 07:00,34360452,4571,154910720,204,740044800,6689
09-11-18 12:00,34360452,4570,154898432,203,739782656,6690
09-11-18 17:00,34360452,4570,155086848,203,739782656,6691
09-11-18 22:00,34360452,4565,155074560,202,738734080,6692
09-11-18 27:00,34360452,4568,155082752,203,738996224,6693
09-11-18 32:00,34360452,4568,155086848,203,738996224,6694
09-11-18 37:00,34360452,4568,155070464,202,738734080,6695
09-11-18 42:00,34360452,4566,155095040,203,739061760,6696
09-11-18 47:00,34360452,4571,155127808,205,741158912,6697
09-11-18 52:00,34360452,4570,155111424,204,740896768,6698
09-11-18 57:00,34360452,4570,155119616,204,740896768,6699
09-11-18 02:00,34360452,4565,155103232,203,739848192,6700
09-11-18 07:00,34360452,4570,155140096,205,741158912,6701
09-11-18 12:00,34360452,4570,155123712,204,740896768,6702
09-11-18 17:00,34360452,4570,154660864,204,740896768,6703
09-11-18 22:00,34360452,4565,154939392,203,739848192,6704
09-11-18 27:00,34358008,4566,154976256,205,741158912,6705
09-11-18 32:00,34358008,4565,154959872,204,740896768,6706
09-11-18 37:00,34358008,4567,154959872,204,740896768,6707
09-11-18 42:00,34358008,4566,154959872,204,740110336,6708
09-11-18 47:00,34358008,4571,155148288,205,741158912,6709
09-11-18 52:00,34358008,4571,155152384,205,741158912,6710
09-11-18 57:00,34358008,4570,155140096,204,740896768,6711
09-11-18 02:00,34358008,4565,155127808,203,739848192,6712
09-11-18 07:00,34358008,4571,155160576,205,741158912,6713
09-11-18 12:00,34358008,4570,155148288,204,740896768,6714
09-11-18 17:00,34358008,4570,155148288,204,740896768,6715
09-11-18 22:00,34358008,4565,155127808,203,739848192,6716
09-11-18 27:00,34358008,4571,155164672,205,741158912,6717
09-11-18 32:00,34358008,4570,155148288,204,740896768,6718
09-11-18 37:00,34358008,4570,155152384,204,740110336,6719
09-11-18 42:00,34556212,4601,146456576,205,740429824,6720
09-11-18 47:00,34406868,4650,146862080,213,749678592,6721
09-11-18 52:00,34406868,4649,154931200,212,749285376,6722
09-11-18 57:00,34812528,4638,155455488,212,749285376,6723
09-11-18 02:00,34812528,4636,155467776,206,742993920,6724
09-11-18 07:00,34812528,4643,155631616,208,744304640,6725
09-11-18 12:00,34812528,4641,155619328,207,744042496,6726
09-11-18 17:00,34812528,4638,155615232,207,743256064,6727
09-11-18 22:00,34812528,4638,155193344,206,742207488,6728
09-11-18 27:00,34812528,4643,155619328,207,743256064,6729
09-11-18 32:00,34812528,4643,155623424,207,743256064,6730
09-11-18 37:00,34812528,4642,155607040,206,742993920,6731
09-11-18 42:00,34812528,4639,155586560,205,741945344,6732
09-11-18 47:00,34812528,4648,155627520,207,743256064,6733
09-11-18 52:00,34812528,4643,155566080,204,740896768,6734
09-11-18 57:00,34812528,4643,155570176,204,740896768,6735
09-11-18 02:00,34812528,4639,155549696,203,739848192,6736
09-11-18 07:00,34812528,4644,155156480,205,741158912,6737
09-11-18 12:00,34812528,4643,155574272,204,740896768,6738
09-11-18 17:00,34812528,4644,155611136,206,742207488,6739
09-11-18 22:00,34812528,4638,155574272,204,740896768,6740
09-11-18 27:00,34812528,4646,155611136,206,742207488,6741
09-11-18 32:00,34812528,4645,155598848,205,741945344,6742
09-11-18 37:00,34882332,4642,155770880,205,741945344,6743
09-11-18 42:00,34882332,4635,155766784,205,741158912,6744
09-11-18 47:00,34882332,4646,155787264,206,742207488,6745
09-11-18 52:00,34882332,4645,155389952,205,741945344,6746
09-11-18 57:00,34882332,4645,155602944,205,741945344,6747
09-11-18 02:00,34882332,4641,155602944,205,741158912,6748
09-11-18 07:00,34882332,4646,155623424,206,742207488,6749
09-11-18 12:00,34882332,4642,155586560,204,740896768,6750
09-11-18 17:00,34882332,4642,155590656,204,740896768,6751
09-11-18 22:00,34882332,4638,155570176,203,739848192,6752
09-11-18 27:00,34882332,4641,155598848,205,741158912,6753
09-11-18 32:00,34882332,4640,155582464,204,740896768,6754
09-11-18 37:00,34882332,4642,155586560,204,740896768,6755
09-11-18 42:00,34882332,4637,155566080,203,739848192,6756
09-11-18 47:00,34882332,4646,155607040,205,741224448,6757
09-11-18 52:00,34882332,4645,155574272,203,739913728,6758
09-11-18 57:00,34882332,4645,155574272,203,739913728,6759
09-11-18 02:00,34882332,4640,155561984,202,738865152,6760
09-11-18 07:00,34882332,4646,155594752,204,740175872,6761
09-11-18 12:00,34858544,4640,155598848,204,740175872,6762
09-11-18 17:00,34858544,4639,155582464,203,739913728,6763
09-11-18 22:00,34858544,4634,155570176,202,738865152,6764
09-11-18 27:00,34858544,4640,155602944,204,740175872,6765
09-11-18 32:00,34858544,4639,155590656,203,739913728,6766
09-11-18 37:00,34858544,4633,155602944,204,740167680,6767
09-11-18 42:00,34858544,4635,155570176,202,738865152,6768
09-11-18 47:00,34858544,4625,155607040,204,740167680,6769
09-11-18 52:00,34858544,4642,155611136,204,740962304,6770
09-11-18 57:00,34858544,4643,155631616,205,741224448,6771
09-11-18 02:00,34858544,4637,155598848,203,739913728,6772
09-11-18 07:00,34858544,4643,155635712,205,741224448,6773
09-11-18 12:00,34858544,4642,155619328,204,740962304,6774
09-11-18 17:00,34858544,4642,155627520,204,740962304,6775
09-11-18 22:00,34858544,4638,155627520,204,740175872,6776
09-11-18 27:00,34858544,4625,155627520,204,740167680,6777
09-11-18 32:00,34858544,4643,155820032,205,741224448,6778
09-11-18 37:00,34858544,4642,155803648,204,740962304,6779
09-11-18 42:00,34858544,4637,155787264,203,739127296,6780
09-11-18 47:00,35038008,4659,147013632,204,740233216,6781
09-11-18 52:00,34915916,4710,149827584,211,748367872,6782
09-11-18 57:00,34915916,4711,156000256,212,748498944,6783
09-11-18 02:00,35265084,4684,156352512,210,746393600,6784
09-11-18 07:00,35265084,4704,155664384,207,743256064,6785
09-11-18 12:00,35265084,4704,155762688,206,742993920,6786
09-11-18 17:00,35265084,4704,155795456,207,743256064,6787
09-11-18 22:00,35265084,4700,155738112,204,740896768,6788
09-11-18 27:00,35265084,4706,155779072,206,742207488,6789
09-11-18 32:00,35265084,4705,155897856,205,741945344,6790
09-11-18 37:00,35265084,4705,155901952,205,741945344,6791
09-11-18 42:00,35265084,4702,155897856,205,741158912,6792
09-11-18 47:00,35265084,4710,155938816,207,743256064,6793
09-11-18 52:00,35265084,4713,155926528,206,742207488,6794
09-11-18 57:00,35265084,4695,155910144,205,741150720,6795
09-11-18 02:00,35265084,4708,155910144,205,741158912,6796
09-11-18 07:00,35265084,4713,155930624,206,742207488,6797
09-11-18 12:00,35265084,4712,155918336,205,741945344,6798
09-11-18 17:00,35265084,4712,156078080,205,741945344,6799
09-11-18 22:00,35265084,4707,156061696,204,740896768,6800
09-11-18 27:00,35265084,4713,156098560,206,742207488,6801
09-11-18 32:00,35391248,4710,156098560,206,742207488,6802
09-11-18 37:00,35391248,4710,155664384,206,742207488,6803
09-11-18 42:00,35391248,4705,155660288,205,741158912,6804
09-11-18 47:00,35391248,4710,155680768,206,742207488,6805
09-11-18 52:00,35391248,4709,155881472,203,739848192,6806
09-11-18 57:00,35391248,4709,155889664,203,739848192,6807
09-11-18 02:00,35391248,4704,156045312,203,739848192,6808
09-11-18 07:00,35391248,4710,156086272,205,741158912,6809
09-11-18 12:00,35391248,4710,156086272,205,741158912,6810
09-11-18 17:00,35391248,4709,156069888,204,740110336,6811
09-11-18 22:00,35391248,4704,156049408,203,739061760,6812
09-11-18 27:00,35391248,4709,156073984,204,740110336,6813
09-11-18 32:00,35391248,4708,156057600,203,739848192,6814
09-11-18 37:00,35391248,4709,156057600,203,739848192,6815
09-11-18 42:00,35391248,4703,156037120,202,738799616,6816
09-11-18 47:00,35391248,4710,156282880,204,740110336,6817
09-11-18 52:00,35391248,4711,156274688,203,739913728,6818
09-11-18 57:00,35391248,4712,156291072,204,740175872,6819
09-11-18 02:00,35382972,4701,155815936,203,739127296,6820
09-11-18 07:00,35382972,4703,156057600,203,739127296,6821
09-11-18 12:00,35382972,4703,156061696,203,739127296,6822
09-11-18 17:00,35382972,4702,156061696,203,739913728,6823
09-11-18 22:00,35382972,4697,156041216,202,738865152,6824
09-11-18 27:00,35382972,4703,156082176,204,740175872,6825
09-11-18 32:00,35382972,4703,156065792,203,739913728,6826
09-11-18 37:00,35382972,4704,156069888,203,739913728,6827
09-11-18 42:00,35382972,4699,156053504,202,738865152,6828
09-11-18 47:00,35382972,4705,156090368,204,740175872,6829
